RA,ra_num,ano_base,Fase_num,categoria_risco,score_risco,IAN,INDE_final,IPS,IEG,queda_recente,delta_INDE
RA-1025,1025,2023,1,BAIXO,0.375659050966608,10.0,8.215158333,7.52,8.9,0,
RA-608,608,2023,1,BAIXO,0.37428822495606323,5.0,7.401741667,7.52,7.5,0,0.1857416669999994
RA-733,733,2023,1,BAIXO,0.37307557117750434,10.0,8.3342,7.52,8.7,0,1.650199999999999
RA-734,734,2023,1,BAIXO,0.3699121265377856,5.0,7.305908333,7.52,8.0,0,0.3539083329999997
RA-736,736,2023,1,BAIXO,0.36745166959578207,5.0,7.600033333,6.27,9.5,0,0.893033333
RA-1031,1031,2023,1,BAIXO,0.3659050966608084,5.0,7.0602,7.52,8.8,0,
RA-796,796,2023,1,BAIXO,0.365896309314587,5.0,7.462866667,6.27,9.8,0,0.23086666699999991
RA-1023,1023,2023,1,BAIXO,0.3653427065026362,10.0,9.1342,6.27,10.0,0,
RA-738,738,2023,1,BAIXO,0.3642706502636203,10.0,8.123283333,7.52,9.3,0,0.8962833329999995
RA-1049,1049,2023,1,BAIXO,0.36274165202108954,5.0,7.443366667,7.52,7.7,0,
RA-1050,1050,2023,1,BAIXO,0.3612565905096661,5.0,7.764366667,6.27,9.2,0,
RA-576,576,2023,1,BAIXO,0.35936731107205616,5.0,7.984741667,5.02,9.3,0,0.3947416669999999
RA-643,643,2023,1,BAIXO,0.3544903339191564,5.0,7.389033333,7.52,8.2,0,0.6260333330000005
RA-837,837,2023,1,BAIXO,0.3491388400702987,10.0,8.2712,7.52,9.3,0,0.06419999999999959
RA-527,527,2023,1,BAIXO,0.34485940246045693,5.0,7.5682,7.52,9.1,1,-0.4568000000000003
RA-687,687,2023,1,BAIXO,0.34409490333919157,5.0,7.617533333,7.52,9.0,1,-0.08546666700000038
RA-797,797,2023,1,BAIXO,0.34249560632688925,5.0,7.373033333,7.52,8.6,0,0.15603333300000077
RA-1069,1069,2023,1,BAIXO,0.34249560632688925,5.0,7.590033333,7.52,7.8,0,
RA-606,606,2023,1,BAIXO,0.3423637961335676,5.0,7.402491667,7.52,8.5,0,1.2754916669999998
RA-1061,1061,2023,1,BAIXO,0.3409578207381371,5.0,8.196533333,3.14,9.7,0,
RA-1054,1054,2023,1,BAIXO,0.3310017574692442,5.0,7.459533333,7.52,8.6,0,
RA-799,799,2023,1,BAIXO,0.3189543057996485,5.0,8.061533333,5.64,9.6,0,0.3855333329999997
RA-820,820,2023,1,BAIXO,0.3171353251318102,5.0,7.85605,7.52,7.4,0,0.43904999999999994
RA-612,612,2023,1,BAIXO,0.3167750439367311,5.0,8.410783333,3.77,9.7,0,0.8167833329999992
RA-600,600,2023,1,BAIXO,0.3144200351493849,5.0,7.651658333,7.52,8.4,0,0.6406583330000002
RA-1037,1037,2023,1,BAIXO,0.3138927943760984,5.0,7.655575,7.52,8.4,0,
RA-1024,1024,2023,1,BAIXO,0.3136203866432338,5.0,7.788875,6.27,10.0,0,
RA-1056,1056,2023,1,BAIXO,0.31025483304042173,10.0,8.551741667,7.52,9.6,0,
RA-721,721,2023,1,BAIXO,0.3093321616871704,10.0,8.683366667,7.52,9.5,0,0.7103666669999997
RA-529,529,2023,1,BAIXO,0.30208260105448154,5.0,7.278991667,7.52,9.6,0,0.7689916669999999
RA-533,533,2023,1,BAIXO,0.3002108963093145,5.0,7.434866667,7.52,9.3,0,0.4728666669999999
RA-522,522,2023,1,BAIXO,0.29835676625659047,5.0,7.890533333,7.52,9.2,1,-0.41546666699999957
RA-778,778,2023,1,BAIXO,0.2962565905096661,5.0,7.926825,7.52,7.9,0,0.4948249999999996
RA-1057,1057,2023,1,BAIXO,0.292829525483304,10.0,8.4827,7.52,10.0,0,
RA-1032,1032,2023,1,BAIXO,0.2898769771528998,5.0,7.434033333,7.52,9.5,0,
RA-502,502,2023,1,BAIXO,0.28869068541300524,10.0,8.749075,7.52,9.8,0,0.4620749999999987
RA-855,855,2023,1,BAIXO,0.28502636203866427,10.0,8.62995,7.52,10.0,0,0.17694999999999972
RA-1063,1063,2023,1,BAIXO,0.28228471001757466,5.0,7.490825,7.52,9.5,0,
RA-1026,1026,2023,1,BAIXO,0.2801493848857645,2.5,6.494825,7.52,9.8,0,
RA-629,629,2023,1,BAIXO,0.2731019332161687,5.0,8.013866667,7.52,9.4,1,-0.09613333299999915
RA-1068,1068,2023,1,BAIXO,0.27261862917398944,5.0,8.472533333,6.89,9.3,0,
RA-601,601,2023,1,BAIXO,0.27121265377855885,10.0,8.955783333,7.52,10.0,0,1.2427833329999993
RA-814,814,2023,1,BAIXO,0.26394551845342706,5.0,8.367866667,6.89,9.6,0,0.7758666669999998
RA-1038,1038,2023,1,BAIXO,0.2621441124780316,5.0,7.736825,7.52,9.3,0,
RA-501,501,2023,1,BAIXO,0.2565289982425307,5.0,8.1357,7.52,8.4,0,0.34170000000000034
RA-638,638,2023,1,BAIXO,0.2542091388400703,5.0,7.754866667,7.52,9.4,0,0.6958666669999998
RA-1044,1044,2023,1,BAIXO,0.25304920913884005,5.0,7.629533333,7.52,9.7,0,
RA-784,784,2023,1,BAIXO,0.2520386643233743,5.0,8.171366667,7.52,9.5,1,-0.16863333300000072
RA-785,785,2023,1,BAIXO,0.25199472759226715,5.0,8.137866667,7.52,8.5,0,0.4958666670000005
RA-1040,1040,2023,1,BAIXO,0.25159929701230227,5.0,7.81545,7.52,9.3,0,
RA-686,686,2023,1,BAIXO,0.2505448154657293,5.0,7.9642,7.52,9.0,0,0.23519999999999985
RA-1034,1034,2023,1,BAIXO,0.2505448154657293,5.0,7.9642,7.52,9.0,0,
RA-1016,1016,2023,1,BAIXO,0.2480140597539543,5.0,7.762575,7.52,9.5,0,
RA-752,752,2023,1,BAIXO,0.23951669595782077,5.0,8.073825,7.52,9.9,1,-0.12317499999999981
RA-834,834,2023,1,BAIXO,0.23904217926186294,5.0,8.662616667,6.27,9.9,0,0.5266166670000008
RA-1027,1027,2023,1,BAIXO,0.2378646748681898,5.0,7.748866667,7.52,9.7,0,
RA-581,581,2023,1,BAIXO,0.2365465729349736,5.0,7.7167,7.52,9.8,0,1.2527
RA-1033,1033,2023,1,BAIXO,0.23641476274165202,5.0,8.126033333,7.52,8.9,0,
RA-1039,1039,2023,1,BAIXO,0.23623022847100175,5.0,7.686033333,7.52,9.9,0,
RA-688,688,2023,1,BAIXO,0.2251318101933216,5.0,8.0442,7.52,9.3,0,0.2732000000000001
RA-802,802,2023,1,BAIXO,0.21616871704745166,5.0,8.126866667,7.52,9.3,0,0.2958666669999994
RA-1045,1045,2023,1,BAIXO,0.2146660808435852,5.0,8.089033333,7.52,9.4,0,
RA-628,628,2023,1,BAIXO,0.21342706502636202,5.0,8.370325,7.52,8.9,0,0.7933249999999994
RA-1065,1065,2023,1,BAIXO,0.20928822495606328,5.0,8.03395,7.52,9.6,0,
RA-637,637,2023,1,BAIXO,0.20773286467486818,5.0,8.109533333,7.52,9.5,0,1.0705333330000002
RA-624,624,2023,1,BAIXO,0.20733743409490335,5.0,8.270825,7.52,9.2,0,0.8458250000000005
RA-664,664,2023,1,BAIXO,0.20317223198594025,5.0,8.0872,7.52,9.6,0,0.8101999999999991
RA-519,519,2023,1,BAIXO,0.1952108963093146,5.0,8.0177,7.52,9.9,0,0.017699999999999605
RA-832,832,2023,1,BAIXO,0.19149384885764498,5.0,8.2697,7.52,9.5,0,0.0907
RA-761,761,2023,1,BAIXO,0.18524604569420033,5.0,8.219533333,7.52,9.7,0,0.15953333299999883
RA-480,480,2023,1,BAIXO,0.1841915641476274,5.0,8.226408333,7.52,9.7,0,0.7244083330000004
RA-781,781,2023,1,BAIXO,0.17971001757469243,5.0,8.209283333,7.52,9.8,0,0.42328333300000054
RA-597,597,2023,1,BAIXO,0.16626537785588752,5.0,8.49045,7.52,9.6,0,0.2254499999999986
RA-580,580,2023,1,BAIXO,0.15693321616871703,5.0,8.4712,7.52,9.8,0,0.9461999999999993
RA-1064,1064,2023,1,BAIXO,0.1558787346221441,5.0,8.4777,7.52,9.8,0,
RA-816,816,2023,1,BAIXO,0.1510281195079086,5.0,8.5572,7.52,9.8,0,0.04420000000000002
RA-1035,1035,2023,1,MEDIO,0.5515202108963092,10.0,6.888833333,7.52,8.3,0,
RA-772,772,2023,1,MEDIO,0.5515114235500879,5.0,5.930166667,7.52,7.2,1,-1.0638333329999998
RA-762,762,2023,1,MEDIO,0.5513971880492092,5.0,7.09945,3.14,9.1,1,-0.1805500000000002
RA-587,587,2023,1,MEDIO,0.5500615114235501,5.0,6.032033333,7.52,7.0,1,-0.5999666669999995
RA-1043,1043,2023,1,MEDIO,0.549402460456942,5.0,6.5447,6.27,7.9,0,
RA-716,716,2023,1,MEDIO,0.5454657293497364,5.0,6.813366667,3.77,8.7,0,0.288366667
RA-640,640,2023,1,MEDIO,0.5405711775043937,5.0,6.1105,7.52,7.3,1,-0.6195000000000004
RA-521,521,2023,1,MEDIO,0.5388137082601054,5.0,6.768666667,3.77,9.9,1,-0.9563333329999999
RA-1060,1060,2023,1,MEDIO,0.5252021089630932,5.0,7.095741667,3.14,8.6,0,
RA-549,549,2023,1,MEDIO,0.5244991212653778,5.0,7.0297,5.02,8.1,0,0.7286999999999999
RA-718,718,2023,1,MEDIO,0.520079086115993,10.0,8.166866667,3.77,9.1,0,0.07386666700000077
RA-776,776,2023,1,MEDIO,0.5175659050966607,5.0,5.567916667,7.52,7.0,0,1.6699166670000003
RA-1052,1052,2023,1,MEDIO,0.5155887521968365,10.0,6.960333333,7.52,9.0,0,
RA-791,791,2023,1,MEDIO,0.513128295254833,5.0,6.247916667,7.52,8.1,1,-1.2590833329999995
RA-1053,1053,2023,1,MEDIO,0.5124165202108963,10.0,7.776166667,6.27,9.1,0,
RA-722,722,2023,1,MEDIO,0.5102548330404219,5.0,7.3387,2.52,9.6,1,-0.07129999999999992
RA-827,827,2023,1,MEDIO,0.5076977152899824,5.0,7.419925,3.14,8.1,0,0.007925000000000182
RA-817,817,2023,1,MEDIO,0.5052899824253074,10.0,7.8597,6.89,8.8,0,0.04070000000000018
RA-692,692,2023,1,MEDIO,0.5045869947275923,5.0,6.588466667,7.52,7.7,1,-0.9805333330000003
RA-1055,1055,2023,1,MEDIO,0.4995079086115992,5.0,5.9765,7.52,7.2,0,
RA-810,810,2023,1,MEDIO,0.49079964850615104,10.0,7.782866667,7.52,8.5,1,-0.10413333299999916
RA-713,713,2023,1,MEDIO,0.4864586994727592,5.0,7.408033333,3.77,9.6,1,-0.011966667000000264
RA-1036,1036,2023,1,MEDIO,0.4831722319859403,5.0,6.970583333,3.77,9.6,0,
RA-737,737,2023,1,MEDIO,0.4829173989455184,10.0,8.048033333,7.52,7.8,1,-0.009966667000000484
RA-790,790,2023,1,MEDIO,0.47991212653778553,5.0,6.707666667,7.52,8.1,1,-0.7963333329999998
RA-829,829,2023,1,MEDIO,0.4772495606326889,10.0,8.532075,3.14,9.4,0,0.5290750000000006
RA-717,717,2023,1,MEDIO,0.4735588752196836,5.0,6.633833333,7.52,8.5,1,-0.19816666699999974
RA-764,764,2023,1,MEDIO,0.47271528998242524,10.0,7.682125,7.52,9.2,1,-0.32187499999999947
RA-813,813,2023,1,MEDIO,0.4707469244288225,10.0,7.5867,7.52,8.4,0,0.49370000000000047
RA-647,647,2023,1,MEDIO,0.4632513181019332,5.0,7.100566667,6.27,8.7,0,0.49456666699999996
RA-678,678,2023,1,MEDIO,0.45583479789103687,5.0,7.570158333,6.27,8.8,1,-0.4298416669999998
RA-804,804,2023,1,MEDIO,0.45434094903339195,5.0,7.2352,6.27,8.6,0,0.3872
RA-766,766,2023,1,MEDIO,0.45314586994727596,5.0,8.008408333,4.39,8.7,1,-0.17659166700000029
RA-1067,1067,2023,1,MEDIO,0.45210896309314585,5.0,6.541458333,7.52,7.9,0,
RA-680,680,2023,1,MEDIO,0.4515729349736379,5.0,6.5855,7.52,9.1,1,-0.9325000000000001
RA-1041,1041,2023,1,MEDIO,0.4515289982425307,5.0,6.724116667,7.52,7.2,0,
RA-798,798,2023,1,MEDIO,0.4479613356766256,5.0,7.018033333,7.52,8.1,1,-0.030966667000000392
RA-1051,1051,2023,1,MEDIO,0.44574692442882247,10.0,8.534866667,6.27,8.9,0,
RA-777,777,2023,1,MEDIO,0.4436731107205623,10.0,7.468125,7.52,9.3,0,0.3721249999999996
RA-1071,1071,2023,1,MEDIO,0.43560632688927936,5.0,6.414033333,7.52,8.6,0,
RA-615,615,2023,1,MEDIO,0.4333479789103691,5.0,7.815658333,3.14,9.7,1,-0.2703416670000003
RA-617,617,2023,1,MEDIO,0.4329876977152899,5.0,6.816166667,7.52,9.0,1,-0.29083333300000014
RA-1030,1030,2023,1,MEDIO,0.4320298769771529,5.0,7.4027,3.77,9.7,0,
RA-819,819,2023,1,MEDIO,0.4294112478031634,10.0,7.944833333,7.52,8.3,0,0.2038333330000004
RA-663,663,2023,1,MEDIO,0.4223725834797891,5.0,6.969133333,7.52,7.4,0,0.5931333329999999
RA-745,745,2023,1,MEDIO,0.42056239015817226,5.0,7.668366667,3.77,9.3,0,0.28636666700000024
RA-818,818,2023,1,MEDIO,0.4192882249560632,10.0,7.997366667,7.52,8.4,0,0.514366667
RA-325,325,2023,2,ALTO,0.8237521968365553,10.0,6.243,5.0,7.1,1,-1.3759999999999994
RA-486,486,2023,2,ALTO,0.7851318101933217,10.0,7.1043,2.52,6.4,1,-0.5167000000000002
RA-1101,1101,2023,2,ALTO,0.7600175746924428,10.0,6.446666667,5.0,7.2,0,
RA-436,436,2023,2,ALTO,0.7593760984182777,5.0,5.322366667,2.52,4.7,1,-1.3646333330000004
RA-603,603,2023,2,ALTO,0.7557117750439367,10.0,6.748833333,2.52,8.9,1,-1.031166667
RA-1111,1111,2023,2,ALTO,0.7256414762741652,10.0,6.559166667,2.52,8.9,0,
RA-484,484,2023,2,ALTO,0.7240773286467488,5.0,5.515466667,2.52,7.5,1,-1.1945333329999999
RA-438,438,2023,2,ALTO,0.7206854130052724,10.0,6.9883,6.26,7.5,1,-0.7757000000000005
RA-490,490,2023,2,ALTO,0.7206502636203866,10.0,7.429466667,2.52,7.9,1,-0.14653333299999982
RA-661,661,2023,2,ALTO,0.7125131810193323,10.0,6.846333333,6.89,7.7,1,-0.7466666670000004
RA-369,369,2023,2,ALTO,0.7119244288224957,5.0,6.0197,5.0,4.1,1,-0.9532999999999996
RA-546,546,2023,2,ALTO,0.7112653778558876,5.0,6.031666667,2.52,7.2,1,-0.7383333329999999
RA-651,651,2023,2,ALTO,0.7089015817223199,10.0,7.332,3.77,8.2,1,-0.5339999999999998
RA-560,560,2023,2,ALTO,0.7054920913884009,5.0,4.932,2.52,8.4,1,-0.01699999999999946
RA-616,616,2023,2,ALTO,0.7000351493848858,5.0,5.612,5.02,6.6,1,-1.6909999999999998
RA-534,534,2023,2,ALTO,0.6954481546572935,5.0,5.8385,2.52,8.1,1,-1.2925000000000004
RA-555,555,2023,2,ALTO,0.6929173989455185,5.0,5.898133333,2.52,8.1,1,-0.0508666670000002
RA-497,497,2023,2,ALTO,0.6770474516695958,5.0,5.7191,2.52,8.7,1,-0.6039000000000003
RA-401,401,2023,2,ALTO,0.6707732864674868,5.0,6.363666667,2.52,8.1,1,-0.2813333329999992
RA-631,631,2023,2,ALTO,0.6591388400702988,5.0,5.954666667,6.27,6.4,1,-0.9733333330000002
RA-518,518,2023,2,ALTO,0.6549824253075571,10.0,7.5762,5.0,8.5,1,-0.08479999999999954
RA-496,496,2023,2,ALTO,0.6533479789103691,5.0,6.603666667,5.0,7.1,1,-0.07933333300000012
RA-324,324,2023,2,ALTO,0.6532161687170476,10.0,7.6354,2.52,9.0,1,-0.6345999999999998
RA-1078,1078,2023,2,ALTO,0.6450263620386643,5.0,6.472333333,2.52,6.8,0,
RA-389,389,2023,2,ALTO,0.6425395430579965,5.0,6.687,2.52,8.2,1,-0.4969999999999999
RA-517,517,2023,2,ALTO,0.6391388400702989,5.0,6.3104,2.52,9.0,1,-1.2936000000000005
RA-1109,1109,2023,2,ALTO,0.6337434094903339,5.0,6.277533333,5.0,6.4,0,
RA-530,530,2023,2,ALTO,0.6317047451669595,10.0,7.653033333,5.0,8.8,1,-0.6849666669999994
RA-547,547,2023,2,ALTO,0.623980667838313,5.0,6.467,2.52,9.1,1,-1.2780000000000005
RA-562,562,2023,2,ALTO,0.6171792618629175,5.0,6.824833333,2.52,8.5,1,-1.0301666670000005
RA-508,508,2023,2,ALTO,0.6168189806678382,10.0,7.671633333,2.52,8.6,0,1.0966333329999998
RA-619,619,2023,2,ALTO,0.6166168717047452,10.0,7.891366667,3.77,7.1,0,0.19836666700000016
RA-1077,1077,2023,2,ALTO,0.6159490333919156,10.0,7.2115,2.52,9.7,0,
RA-563,563,2023,2,ALTO,0.60890158172232,10.0,7.684133333,2.52,9.7,1,-0.5358666670000005
RA-1128,1128,2023,2,ALTO,0.6041388400702987,5.0,6.404533333,5.02,7.3,0,
RA-538,538,2023,2,ALTO,0.6003163444639718,5.0,6.413466667,2.52,8.6,0,0.10446666699999962
RA-1103,1103,2023,2,ALTO,0.597152899824253,10.0,7.574866667,5.0,8.7,0,
RA-584,584,2023,2,ALTO,0.5956239015817224,10.0,7.697533333,2.52,9.0,0,0.9835333329999996
RA-466,466,2023,2,ALTO,0.5941739894551846,5.0,6.595533333,6.89,7.6,1,-0.23046666699999996
RA-1073,1073,2023,2,ALTO,0.5931458699472758,5.0,6.384333333,2.52,8.8,0,
RA-1115,1115,2023,2,ALTO,0.5910632688927943,10.0,6.474,7.52,8.3,0,
RA-1136,1136,2023,2,ALTO,0.5907205623901582,5.0,6.7351,2.52,8.1,0,
RA-1105,1105,2023,2,ALTO,0.5900878734622145,5.0,6.299166667,2.52,9.0,0,
RA-662,662,2023,2,ALTO,0.5887258347978911,5.0,6.733566667,6.27,7.6,1,-0.31043333299999976
RA-1125,1125,2023,2,ALTO,0.5884007029876976,10.0,6.655366667,7.52,7.9,0,
RA-493,493,2023,2,ALTO,0.5828558875219684,10.0,7.934366667,2.52,9.6,1,-0.37163333299999923
RA-633,633,2023,2,ALTO,0.5821616871704746,5.0,6.6552,6.27,8.1,1,-0.8208000000000002
RA-618,618,2023,2,ALTO,0.5816959578207382,5.0,6.4745,5.02,9.2,1,-0.7054999999999998
RA-491,491,2023,2,ALTO,0.5808347978910369,10.0,7.560533333,2.52,9.6,0,0.09953333300000011
RA-639,639,2023,2,ALTO,0.5788224956063269,10.0,7.5853,6.27,8.1,0,0.9722999999999997
RA-595,595,2023,2,ALTO,0.5767398945518453,5.0,5.078666667,7.52,7.0,1,-0.10133333299999947
RA-574,574,2023,2,ALTO,0.5759841827768014,10.0,7.878133333,5.0,8.2,0,1.0181333329999998
RA-1079,1079,2023,2,ALTO,0.5723725834797891,5.0,6.916533333,2.52,8.1,0,
RA-536,536,2023,2,ALTO,0.5710544815465729,10.0,7.759533333,2.52,9.3,0,0.6535333330000004
RA-669,669,2023,2,ALTO,0.5706502636203866,10.0,7.345033333,7.52,7.8,1,-0.1299666669999997
RA-1114,1114,2023,2,ALTO,0.5682337434094904,10.0,7.5667,2.52,9.8,0,
RA-1129,1129,2023,2,ALTO,0.5658787346221442,10.0,7.309333333,6.27,9.2,0,
RA-373,373,2023,2,ALTO,0.5606590509666082,5.0,6.805,2.52,9.7,1,-0.6980000000000004
RA-348,348,2023,2,ALTO,0.560298769771529,5.0,6.817866667,2.52,8.7,0,0.9538666669999998
RA-1112,1112,2023,2,ALTO,0.5601933216168717,5.0,7.088866667,2.52,7.9,0,
RA-495,495,2023,2,ALTO,0.5581282952548331,5.0,7.417366667,2.52,8.4,1,-0.4396333330000006
RA-423,423,2023,2,ALTO,0.5557117750439368,5.0,6.607533333,6.89,8.7,1,-0.03946666700000012
RA-413,413,2023,2,ALTO,0.5531810193321617,5.0,6.803633333,2.52,8.9,0,0.39563333299999925
RA-487,487,2023,2,BAIXO,0.4127504393673111,10.0,8.988866667,5.0,9.9,0,0.5718666670000001
RA-556,556,2023,2,BAIXO,0.40774165202108964,5.0,7.7482,2.52,9.6,0,0.5671999999999997
RA-1091,1091,2023,2,BAIXO,0.4071353251318102,5.0,8.032533333,2.52,9.0,0,
RA-1081,1081,2023,2,BAIXO,0.39727592267135325,5.0,7.666033333,2.52,10.0,0,
RA-1090,1090,2023,2,BAIXO,0.39456063268892794,5.0,7.844033333,2.52,9.6,0,
RA-437,437,2023,2,BAIXO,0.39413884007029876,5.0,6.947366667,7.52,8.4,0,0.07236666699999983
RA-656,656,2023,2,BAIXO,0.3906854130052724,5.0,6.780833333,7.52,8.9,0,0.12883333300000022
RA-403,403,2023,2,BAIXO,0.3870650263620387,5.0,7.716366667,6.27,8.8,0,0.2613666669999999
RA-1137,1137,2023,2,BAIXO,0.3866168717047451,10.0,8.743366667,6.27,9.8,0,
RA-620,620,2023,2,BAIXO,0.3847539543057996,5.0,7.043666667,7.52,8.4,0,1.0256666670000003
RA-1133,1133,2023,2,BAIXO,0.38400702987697716,10.0,8.600033333,6.27,10.0,0,
RA-1076,1076,2023,2,BAIXO,0.38359402460456943,5.0,7.901033333,2.52,9.7,0,
RA-1123,1123,2023,2,BAIXO,0.37254833040421786,5.0,6.9565,7.52,8.9,0,
RA-1107,1107,2023,2,BAIXO,0.36904217926186295,5.0,7.9327,5.0,9.4,0,
RA-559,559,2023,2,BAIXO,0.3675659050966608,5.0,7.947366667,5.0,9.4,0,0.3133666669999995
RA-542,542,2023,2,BAIXO,0.3655623901581722,5.0,7.816533333,5.0,9.7,0,0.5955333329999997
RA-1118,1118,2023,2,BAIXO,0.35588752196836554,5.0,7.163833333,7.52,8.8,0,
RA-670,670,2023,2,BAIXO,0.35388400702987693,10.0,8.6067,7.52,8.7,0,1.1557000000000004
RA-445,445,2023,2,BAIXO,0.3525483304042179,5.0,7.9087,6.89,8.8,0,0.9846999999999992
RA-1141,1141,2023,2,BAIXO,0.34407732864674867,5.0,7.2757,7.52,8.8,0,
RA-666,666,2023,2,BAIXO,0.3285500878734622,10.0,8.720366667,7.52,9.1,0,0.7913666670000001
RA-526,526,2023,2,BAIXO,0.32765377855887523,5.0,8.0957,5.0,9.8,0,0.01670000000000016
RA-604,604,2023,2,BAIXO,0.3273637961335676,10.0,8.548033333,7.52,9.3,0,0.5300333329999987
RA-451,451,2023,2,BAIXO,0.32601054481546576,5.0,8.386033333,4.39,9.5,0,1.9520333330000001
RA-658,658,2023,2,BAIXO,0.32493848857644986,10.0,8.438533333,7.52,9.5,0,1.0315333330000005
RA-1117,1117,2023,2,BAIXO,0.32269771528998237,10.0,8.382366667,7.52,9.6,0,
RA-1138,1138,2023,2,BAIXO,0.29840949033391917,5.0,8.3472,6.27,9.2,0,
RA-1131,1131,2023,2,BAIXO,0.2931722319859403,5.0,8.316133333,5.02,9.9,0,
RA-1120,1120,2023,2,BAIXO,0.2901142355008787,10.0,9.103366667,7.52,9.6,0,
RA-1142,1142,2023,2,BAIXO,0.267311072056239,10.0,9.175033333,7.52,10.0,0,
RA-614,614,2023,2,BAIXO,0.2667223198594024,5.0,8.2282,7.52,9.1,1,-0.11080000000000112
RA-605,605,2023,2,BAIXO,0.2556063268892794,5.0,7.709366667,7.52,9.5,0,0.4333666670000005
RA-583,583,2023,2,BAIXO,0.2428207381370826,5.0,7.838866667,7.52,9.4,0,0.38286666699999916
RA-623,623,2023,2,BAIXO,0.23915641476274163,5.0,7.8307,7.52,9.5,0,0.3067000000000002
RA-646,646,2023,2,BAIXO,0.21458699472759227,5.0,8.3547,7.52,8.9,0,0.1737000000000002
RA-357,357,2023,2,BAIXO,0.18334797891036905,5.0,8.2832,7.52,9.6,0,0.4472000000000005
RA-655,655,2023,2,BAIXO,0.16494727592267136,5.0,8.3198,7.52,9.9,0,0.5348000000000006
RA-602,602,2023,2,BAIXO,0.16236379613356766,5.0,8.5592,7.52,9.6,0,0.5182000000000002
RA-657,657,2023,2,BAIXO,0.15590509666080843,5.0,8.3532,7.52,10.0,0,0.2601999999999993
RA-404,404,2023,2,MEDIO,0.5510456942003514,5.0,6.7093,5.02,8.3,0,0.05129999999999946
RA-1132,1132,2023,2,MEDIO,0.5505360281195079,5.0,6.829533333,6.27,6.3,0,
RA-1074,1074,2023,2,MEDIO,0.5504657293497365,5.0,6.195833333,2.52,9.8,0,
RA-422,422,2023,2,MEDIO,0.549402460456942,5.0,5.57,7.52,7.8,1,-1.1760000000000002
RA-1095,1095,2023,2,MEDIO,0.5488840070298769,5.0,6.238,2.52,9.8,0,
RA-590,590,2023,2,MEDIO,0.5483919156414763,10.0,7.647666667,3.77,9.7,0,0.2126666670000006
RA-1072,1072,2023,2,MEDIO,0.5461687170474516,10.0,8.0152,5.0,8.6,0,
RA-509,509,2023,2,MEDIO,0.5453954305799649,5.0,7.606033333,2.52,8.1,1,-0.20196666699999977
RA-1108,1108,2023,2,MEDIO,0.5450615114235501,5.0,6.310833333,5.0,9.3,0,
RA-1122,1122,2023,2,MEDIO,0.5443057996485061,10.0,7.3715,6.89,9.3,0,
RA-1139,1139,2023,2,MEDIO,0.5431370826010544,10.0,7.6647,5.64,9.1,0,
RA-592,592,2023,2,MEDIO,0.540219683655536,10.0,7.935466667,3.77,9.2,0,0.5544666669999998
RA-588,588,2023,2,MEDIO,0.5398330404217927,10.0,8.3527,2.52,9.6,1,-0.26929999999999943
RA-667,667,2023,2,MEDIO,0.5393497363796134,5.0,6.774866667,6.89,6.9,0,0.9308666670000001
RA-340,340,2023,2,MEDIO,0.5391476274165202,5.0,7.059666667,2.52,9.6,1,-0.661333333
RA-551,551,2023,2,MEDIO,0.5379964850615114,5.0,7.075033333,2.52,8.6,0,0.2220333330000006
RA-609,609,2023,2,MEDIO,0.5359050966608084,5.0,6.463033333,7.52,6.4,1,-0.3309666669999993
RA-1134,1134,2023,2,MEDIO,0.535,10.0,7.769866667,3.76,9.7,0,
RA-1089,1089,2023,2,MEDIO,0.5325659050966608,10.0,7.9947,2.52,9.5,0,
RA-461,461,2023,2,MEDIO,0.5298594024604569,5.0,7.2379,3.77,7.9,0,1.7869000000000002
RA-1085,1085,2023,2,MEDIO,0.5291652021089631,5.0,6.563833333,2.52,9.8,0,
RA-1113,1113,2023,2,MEDIO,0.5288488576449911,5.0,5.636666667,7.52,6.0,0,
RA-1097,1097,2023,2,MEDIO,0.5228119507908611,5.0,6.9547,5.0,8.6,0,
RA-1093,1093,2023,2,MEDIO,0.5210720562390159,10.0,8.197533333,2.52,9.3,0,
RA-591,591,2023,2,MEDIO,0.5171792618629174,5.0,7.1472,6.27,8.5,1,-0.3597999999999999
RA-543,543,2023,2,MEDIO,0.5169859402460457,10.0,7.971833333,2.52,9.8,0,0.9218333330000004
RA-499,499,2023,2,MEDIO,0.5163796133567662,10.0,7.8883,2.52,10.0,0,0.062300000000000466
RA-540,540,2023,2,MEDIO,0.5163268892794375,10.0,8.216033333,5.0,8.8,0,0.9130333330000004
RA-494,494,2023,2,MEDIO,0.5160632688927944,5.0,7.116633333,2.52,9.0,0,0.7096333330000002
RA-632,632,2023,2,MEDIO,0.5148769771528998,10.0,7.8768,5.64,9.1,0,0.8807999999999998
RA-1094,1094,2023,2,MEDIO,0.5133743409490333,10.0,8.1779,2.52,9.5,0,
RA-363,363,2023,2,MEDIO,0.5129261862917399,5.0,6.680833333,2.52,9.9,0,0.03683333299999969
RA-668,668,2023,2,MEDIO,0.5106063268892794,5.0,6.017933333,7.52,6.3,0,1.652933333
RA-1075,1075,2023,2,MEDIO,0.5101318101933217,5.0,6.591333333,5.0,9.6,0,
RA-408,408,2023,2,MEDIO,0.5092179261862918,5.0,7.242133333,3.77,8.5,0,0.5171333330000003
