RA,Fase,Turma,Ano nasc,Idade 22,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,INDE 22,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Destaque IEG,Destaque IDA,Destaque IPV,ano_base,INDE 2023,Pedra 2023,Data de Nasc,Idade,Pedra 23,INDE 23,IPP,Mat,Por,Ing,INDE 2024,Pedra 2024,Avaliador5,Avaliador6,Escola,Ativo/ Inativo,Defasagem_final,Avaliador1_id,Avaliador2_id,Avaliador3_id,Avaliador4_id,Avaliador5_id,Avaliador6_id,FaseIdeal_txt,Fase_num,Fase_sufixo,FaseIdeal_num,ra_num,INDE_final,INDE_fonte,PEDRA_final,PEDRA_fonte
RA-982,1P,1P,,,Masculino,2023,Pública,,,,,,,,4,avaliador-3,,avaliador-18,,avaliador-17,,avaliador-15,,10.002,8.365800865499999,7.51,,8.25,,,,,,6.79,10.0,,,,2024,,,2015-11-19,8,Ametista,7.1215,6.875,6.5,10.0,,8.119860173100001,Topázio,,,EE Luiz Schunck,Cursando,0,3,18,17,15,,,Fase 1 (3º e 4º ano),1,p,1,982,8.119860173100001,INDE 2024,Topázio,Pedra 2024
RA-1448,1P,1P,,,Feminino,2024,Pública,,,,,,,,4,avaliador-3,,avaliador-18,,avaliador-17,,avaliador-15,,9.002,9.5346320345,7.51,,6.0,,,,,,7.29,5.0,,,,2024,,,2011-10-28,13,,,7.5,6.0,6.0,,7.466126406900001,Ametista,,,EE Donizetti Aparecido Leite Professor,Cursando,-2,3,18,17,15,,,Fase 3 (7º e 8º ano),1,p,3,1448,7.466126406900001,INDE 2024,Ametista,Pedra 2024
RA-1070,1P,1P,,,Masculino,2023,Pública,,,,,,,,4,avaliador-3,,avaliador-18,,avaliador-17,,avaliador-15,,9.002,9.3073593075,5.635,,2.25,,,,,,6.6225,5.0,,,,2024,,,2012-08-28,12,Agata,6.939033333,6.875,4.5,0.0,,6.287171861500001,Agata,,,EE Donizetti Aparecido Leite Professor,Cursando,-1,3,18,17,15,,,Fase 2 (5º e 6º ano),1,p,2,1070,6.287171861500001,INDE 2024,Agata,Pedra 2024
RA-985,1P,1P,,,Masculino,2023,Pública,,,,,,,,4,avaliador-3,,avaliador-18,,avaliador-17,,avaliador-15,,8.502,10.0,6.26,,7.5,,,,,,7.585,10.0,,,,2024,,,2015-08-23,9,Ametista,7.6247,7.5,8.0,7.0,,8.2432,Topázio,,,EE Helio Luiz Dobrochinski Prof,Cursando,0,3,18,17,15,,,Fase 1 (3º e 4º ano),1,p,1,985,8.2432,INDE 2024,Topázio,Pedra 2024
RA-986,1P,1P,,,Feminino,2023,Pública,,,,,,,,4,avaliador-3,,avaliador-18,,avaliador-17,,avaliador-15,,10.002,9.2965367965,6.26,,8.5,,,,,,6.8325,10.0,,,,2024,,,2015-06-15,9,Topázio,8.0107,7.083333333,7.5,9.5,,8.2603406926,Topázio,,,EE Luiz Schunck,Cursando,0,3,18,17,15,,,Fase 1 (3º e 4º ano),1,p,1,986,8.2603406926,INDE 2024,Topázio,Pedra 2024
RA-810,1P,1P,,,Masculino,2021,Pública,,Ametista,Ametista,7.886571512820513,,,,4,avaliador-3,,avaliador-18,,avaliador-17,,avaliador-15,,7.502,9.4736842105,5.635,,9.0,,,,,,7.7525,5.0,,,,2024,,,2014-05-31,10,Ametista,7.782866667,6.458333333,8.0,10.0,,7.704770175400001,Ametista,,,EE Helio Luiz Dobrochinski Prof,Cursando,-1,3,18,17,15,,,Fase 2 (5º e 6º ano),1,p,2,810,7.704770175400001,INDE 2024,Ametista,Pedra 2024
RA-987,1P,1P,,,Masculino,2023,Pública,,,,,,,,4,avaliador-3,,avaliador-18,,avaliador-17,,avaliador-15,,9.002,9.0692640695,7.51,,7.5,,,,,,7.835,10.0,,,,2024,,,2015-07-26,9,Ametista,7.6765,7.708333333,8.0,7.0,,8.3028861472,Topázio,,,EE Luiz Schunck,Cursando,0,3,18,17,15,,,Fase 1 (3º e 4º ano),1,p,1,987,8.3028861472,INDE 2024,Topázio,Pedra 2024
RA-988,1P,1P,,,Feminino,2023,Pública,,,,,,,,4,avaliador-3,,avaliador-18,,avaliador-17,,avaliador-15,,9.502,10.0,7.51,,7.75,,,,,,7.96,5.0,,,,2024,,,2014-05-02,10,Ametista,7.9568,8.333333333,6.5,9.0,,8.1765333333,Topázio,,,EE Helio Luiz Dobrochinski Prof,Cursando,-1,3,18,17,15,,,Fase 2 (5º e 6º ano),1,p,2,988,8.1765333333,INDE 2024,Topázio,Pedra 2024
RA-805,1R,1R,,,Masculino,2021,Pública,,Ametista,Topázio,8.27865517948718,,,,4,avaliador-18,,avaliador-17,,avaliador-15,,avaliador-2,,8.502,9.523809524,4.38,,6.0,,,,,,6.7075,5.0,,,,2024,,,2014-06-14,10,Agata,6.492,7.03125,7.0,5.0,,6.9375869048,Agata,,,EE Luiz Schunck,Cursando,-1,18,17,15,2,,,Fase 2 (5º e 6º ano),1,r,2,805,6.9375869048,INDE 2024,Agata,Pedra 2024
RA-806,1R,1R,,,Masculino,2022,Pública,,,Ametista,7.560770897435898,,,,4,avaliador-18,,avaliador-17,,avaliador-15,,avaliador-2,,8.502,6.9047619045,7.51,,6.75,,,,,,6.875,5.0,,,,2024,,,2014-02-28,10,Ametista,7.2937,7.65625,6.5,7.0,,6.972777380900001,Agata,,,EE Luiz Schunck,Cursando,-1,18,17,15,2,,,Fase 2 (5º e 6º ano),1,r,2,806,6.972777380900001,INDE 2024,Agata,Pedra 2024
RA-807,1R,1R,,,Masculino,2022,Pública,,,Topázio,8.121155846153847,,,,4,avaliador-18,,avaliador-17,,avaliador-15,,avaliador-2,,9.002,7.8571428569999995,7.51,,7.0,,,,,,7.125,10.0,,,,2024,,,2014-07-22,10,Ametista,7.8632,7.5,6.0,8.0,,7.797628571400001,Ametista,,,EE Luiz Schunck,Cursando,0,18,17,15,2,,,Fase 1 (3º e 4º ano),1,r,1,807,7.797628571400001,INDE 2024,Ametista,Pedra 2024
RA-808,1R,1R,,,Masculino,2022,Pública,,,Topázio,8.361187897435897,,,,4,avaliador-18,,avaliador-17,,avaliador-15,,avaliador-2,,9.002,10.0,7.51,,8.75,,,,,,7.88,10.0,,,,2024,,,2014-09-27,10,Topázio,8.1932,8.125,7.5,10.0,,8.7897,Topázio,,,EE Luiz Schunck,Cursando,0,18,17,15,2,,,Fase 1 (3º e 4º ano),1,r,1,808,8.7897,INDE 2024,Topázio,Pedra 2024
RA-963,1R,1R,,,Feminino,2023,Pública,,,,,,,,4,avaliador-18,,avaliador-17,,avaliador-15,,avaliador-2,,7.502,9.761904762,7.51,,7.5,,,,,,8.045,10.0,,,,2024,,,2014-09-05,10,Topázio,8.6142,8.125,5.0,10.0,,8.375080952400001,Topázio,,,EE Helio Luiz Dobrochinski Prof,Cursando,0,18,17,15,2,,,Fase 1 (3º e 4º ano),1,r,1,963,8.375080952400001,INDE 2024,Topázio,Pedra 2024
RA-989,1R,1R,,,Masculino,2023,Pública,,,,,,,,4,avaliador-18,,avaliador-17,,avaliador-15,,avaliador-2,,9.502,7.8571428569999995,6.26,,6.0,,,,,,6.54,10.0,,,,2024,,,2014-09-18,10,Ametista,7.7242,7.1875,6.0,6.0,,7.3743785714,Ametista,,,EE Luiz Schunck,Cursando,0,18,17,15,2,,,Fase 1 (3º e 4º ano),1,r,1,989,7.3743785714,INDE 2024,Ametista,Pedra 2024
RA-964,1R,1R,,,Masculino,2023,Pública,,,,,,,,4,avaliador-18,,avaliador-17,,avaliador-15,,avaliador-2,,9.502,8.333333332999999,7.51,,7.25,,,,,,7.1675,5.0,,,,2024,,,2014-04-30,10,Ametista,7.7997,7.96875,7.5,7.0,,7.548241666600001,Ametista,,,EM Juvenal Coutinho,Cursando,-1,18,17,15,2,,,Fase 2 (5º e 6º ano),1,r,2,964,7.548241666600001,INDE 2024,Ametista,Pedra 2024
RA-1449,1R,1R,,,Feminino,2024,Pública,,,,,,,,4,avaliador-18,,avaliador-17,,avaliador-15,,avaliador-2,,7.418,8.3333333335,7.51,,6.75,,,,,,7.04,5.0,,,,2024,,,2014-06-27,10,,,7.96875,6.5,7.0,,7.214341666700001,Ametista,,,EE Luiz Schunck,Cursando,-1,18,17,15,2,,,Fase 2 (5º e 6º ano),1,r,2,1449,7.214341666700001,INDE 2024,Ametista,Pedra 2024
RA-801,1R,1R,,,Masculino,2022,Pública,,,Ágata,6.6443414183535765,,,,4,avaliador-18,,avaliador-17,,avaliador-15,,avaliador-2,,9.002,5.75,7.51,,8.0,,,,,,5.745,5.0,,,,2024,,,2013-12-11,10,Agata,6.8735,6.25,7.0,9.0,,6.6752,Agata,,,EE Luiz Schunck,Cursando,-1,18,17,15,2,,,Fase 2 (5º e 6º ano),1,r,2,801,6.6752,INDE 2024,Agata,Pedra 2024
RA-1450,1R,1R,,,Masculino,2024,Pública,,,,,,,,4,avaliador-18,,avaliador-17,,avaliador-15,,avaliador-2,,9.502,8.571428571,7.51,,3.5,,,,,,7.5425,10.0,,,,2024,,,2015-01-10,9,,,7.8125,0.0,7.0,,7.405235714200002,Ametista,,,EE Helio Luiz Dobrochinski Prof,Cursando,0,18,17,15,2,,,Fase 1 (3º e 4º ano),1,r,1,1450,7.405235714200002,INDE 2024,Ametista,Pedra 2024
RA-984,1R,1R,,,Feminino,2023,Pública,,,,,,,,4,avaliador-18,,avaliador-17,,avaliador-15,,avaliador-2,,9.502,9.761904762,7.51,,7.0,,,,,,8.045,10.0,,,,2024,,,2014-12-21,9,Topázio,8.8177,8.125,7.5,6.5,,8.475080952400003,Topázio,,,EE Luiz Schunck,Cursando,0,18,17,15,2,,,Fase 1 (3º e 4º ano),1,r,1,984,8.475080952400003,INDE 2024,Topázio,Pedra 2024
RA-1451,1R,1R,,,Feminino,2024,Pública,,,,,,,,4,avaliador-18,,avaliador-17,,avaliador-15,,avaliador-2,,10.002,8.8095238095,7.51,,6.0,,,,,,7.7525,5.0,,,,2024,,,2013-08-27,11,,,7.96875,6.0,6.0,,7.560479761900002,Ametista,,,EE Luiz Schunck,Cursando,-1,18,17,15,2,,,Fase 2 (5º e 6º ano),1,r,2,1451,7.560479761900002,INDE 2024,Ametista,Pedra 2024
RA-967,1R,1R,,,Masculino,2023,Pública,,,,,,,,4,avaliador-18,,avaliador-17,,avaliador-15,,avaliador-2,,9.502,3.5714285715,7.51,,4.75,,,,,,4.995,5.0,,,,2024,,,2013-09-09,11,Ametista,7.1347,5.78125,3.5,6.0,,5.442610714300001,Quartzo,,,EE Luiz Schunck,Cursando,-1,18,17,15,2,,,Fase 2 (5º e 6º ano),1,r,2,967,5.442610714300001,INDE 2024,Quartzo,Pedra 2024
RA-968,1R,1R,,,Feminino,2023,Pública,,,,,,,,4,avaliador-18,,avaliador-17,,avaliador-15,,avaliador-2,,9.002,8.8095238095,7.51,,7.75,,,,,,7.6675,5.0,,,,2024,,,2014-05-08,10,Topázio,8.4942,8.4375,8.5,7.0,,7.8403547619000005,Ametista,,,EE Luiz Schunck,Cursando,-1,18,17,15,2,,,Fase 2 (5º e 6º ano),1,r,2,968,7.8403547619000005,INDE 2024,Ametista,Pedra 2024
RA-521,2A,2A,,,Masculino,2022,Privada,,,Ametista,7.725002,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,8.002,9.0357142855,5.005,,6.25,,,,,,7.276666667,10.0,,,,2024,,,2013-03-12,11,Agata,6.768666667,6.666666667,7.0,5.5,,7.4798428571999995,Ametista,,,Colégio Nogueira e Sonho de Criança,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,a,2,521,7.4798428571999995,INDE 2024,Ametista,Pedra 2024
RA-821,2A,2A,,,Masculino,2022,Pública,,,Ágata,6.342157529411765,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,8.502,5.9166666665,7.51,,4.25,,,,,,6.713333333,10.0,,,,2024,,,2012-11-09,11,,,6.666666667,4.5,4.0,,6.643866666600001,Agata,,,EE Mario Francisco de Amorim,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,a,2,821,6.643866666600001,INDE 2024,Agata,Pedra 2024
RA-1075,2A,2A,,,Feminino,2023,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,7.5,8.5154061625,3.755,,6.0,,,,,,7.553333333,5.0,,,,2024,,,2010-12-19,13,Agata,6.591333333,7.708333333,5.0,7.0,,6.8100812324,Agata,,,EE Leonice de Aquino Oliveira,Cursando,-1,19,5,2,,,,Fase 3 (7º e 8º ano),2,a,3,1075,6.8100812324,INDE 2024,Agata,Pedra 2024
RA-1048,2A,2A,,,Feminino,2023,Privada,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,8.502,6.833333333500001,6.255,,6.25,,,,,,8.283333333,10.0,,,,2024,,,2013-07-20,11,Ametista,7.811366667,7.708333333,6.5,6.0,,7.5198666666000005,Ametista,,,Estuda em outra cidade,Cursando,1,19,5,2,,,,Fase 1 (3º e 4º ano),2,a,1,1048,7.5198666666000005,INDE 2024,Ametista,Pedra 2024
RA-1082,2A,2A,,,Feminino,2023,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,7.502,7.5714285715,10.0,,3.75,,,,,,6.943333333,5.0,,,,2024,,,2011-04-07,13,Ametista,7.1617,7.083333333,2.0,5.5,,6.6114857142,Agata,,,EE Leonice de Aquino Oliveira,Cursando,-1,19,5,2,,,,Fase 3 (7º e 8º ano),2,a,3,1082,6.6114857142,INDE 2024,Agata,Pedra 2024
RA-680,2A,2A,,,Feminino,2021,Pública,Ametista,Ametista,Ametista,7.5177707180986655,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,0.0,6.6428571430000005,5.635,,3.0,,,,,,6.606666667,5.0,,,,2024,,,2012-02-05,12,Agata,6.5855,6.666666667,2.5,3.5,,4.9800714287000005,Quartzo,,,EE Leonice de Aquino Oliveira,Cursando,-1,19,5,2,,,,Fase 3 (7º e 8º ano),2,a,3,680,4.9800714287000005,INDE 2024,Quartzo,Pedra 2024
RA-698,2A,2A,,,Masculino,2021,Pública,,Ametista,Ametista,7.440048629629629,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,9.002,8.3214285715,6.88,,4.5,,,,,,7.273333333,10.0,,,,2024,,,2013-12-20,10,Ametista,7.553616667,7.291666667,3.0,6.0,,7.3363190476,Ametista,,,EE Dom Pedro Villas Boas de Souza,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,a,2,698,7.3363190476,INDE 2024,Ametista,Pedra 2024
RA-1452,2A,2A,,,Masculino,2024,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,9.002,10.0,7.51,,7.75,,,,,,8.17,10.0,,,,2024,,,2012-09-07,12,,,7.916666667,7.0,8.5,,8.6268666667,Topázio,,,EE Leonice de Aquino Oliveira,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,a,2,1452,8.6268666667,INDE 2024,Topázio,Pedra 2024
RA-1453,2A,2A,,,Feminino,2021,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,8.502,7.8214285715,6.25,,6.5,,,,,,7.67,5.0,,,,2024,,,2012-01-16,12,,,7.5,4.5,8.5,,7.1234857143,Ametista,,,EE Leonice de Aquino Oliveira,Cursando,-1,19,5,2,,,,Fase 3 (7º e 8º ano),2,a,3,1453,7.1234857143,INDE 2024,Ametista,Pedra 2024
RA-1454,2A,2A,,,Feminino,2023,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,8.002,5.880952381,7.51,,7.75,,,,,,8.28,10.0,,,,2024,,,2014-03-31,10,,,7.708333333,7.5,8.0,,7.7042238095,Ametista,,,EE Dom Pedro Villas Boas de Souza,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,a,2,1454,7.7042238095,INDE 2024,Ametista,Pedra 2024
RA-1455,2A,2A,,,Feminino,2024,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,8.002,7.777777778,7.51,,3.5,,,,,,7.833333333,5.0,,,,2024,,,2012-04-23,12,,,7.708333333,,3.5,,6.6442555555,Agata,,,EE Maria André Schunck Dona,Cursando,-1,19,5,2,,,,Fase 3 (7º e 8º ano),2,a,3,1455,6.6442555555,INDE 2024,Agata,Pedra 2024
RA-529,2A,2A,,,Masculino,2021,Pública,Ágata,Ametista,Ágata,6.510225610194904,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,7.002,6.6071428569999995,4.38,,4.25,,,,,,4.886666667,5.0,,,,2024,,,2010-07-01,14,Ametista,7.278991667,4.791666667,2.5,6.0,,5.2661285715,Quartzo,,,EE Leonice de Aquino Oliveira,Cursando,-1,19,5,2,,,,Fase 3 (7º e 8º ano),2,a,3,529,5.2661285715,INDE 2024,Quartzo,Pedra 2024
RA-1456,2A,2A,,,Masculino,2024,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,9.502,9.511904762,7.51,,7.75,,,,,,7.946666667,10.0,,,,2024,,,2012-12-03,11,,,7.5,5.5,10.0,,8.492914285800001,Topázio,,,EE Leonice de Aquino Oliveira,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,a,2,1456,8.492914285800001,INDE 2024,Topázio,Pedra 2024
RA-1015,2B,2B,,,Feminino,2023,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,7.918,7.8214285715,7.51,,4.0,,,,,,5.66,10.0,,,,2024,,,2013-06-24,11,Ametista,7.538908333,6.041666667,2.0,6.0,,6.643252381000002,Agata,,,EE Alexandre Rodrigues Nogueira,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,b,2,1015,6.643252381000002,INDE 2024,Agata,Pedra 2024
RA-483,2B,2B,,,Feminino,2021,Pública,Ametista,Ágata,Quartzo,5.262717116883117,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,8.502,5.6428571430000005,6.26,,5.25,,,,,,8.056666667,5.0,,,,2024,,,2011-09-30,13,Agata,6.3972,8.125,2.0,8.5,,6.578604762,Agata,,,EE Mario Francisco de Amorim,Cursando,-1,19,5,2,,,,Fase 3 (7º e 8º ano),2,b,3,483,6.578604762,INDE 2024,Agata,Pedra 2024
RA-497,2B,2B,,,Feminino,2021,Privada - Programa de apadrinhamento,Quartzo,Quartzo,Ágata,6.322731276895944,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,7.502,6.095238095,5.63,,1.0,,,,,,3.506666667,5.0,,,,2024,,,2009-07-01,15,Quartzo,5.7191,5.625,0.0,2.0,,4.4960809524,Quartzo,,,EE Mario Francisco de Amorim,Cursando,-1,19,5,2,,,,Fase 3 (7º e 8º ano),2,b,3,497,4.4960809524,INDE 2024,Quartzo,Pedra 2024
RA-1457,2B,2B,,,Feminino,2024,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,3.498,8.0357142855,7.51,,2.75,,,,,,7.663333333,5.0,,,,2024,,,2011-11-08,12,,,7.291666667,2.5,3.0,,6.0197761904,Agata,,,EE Leonice de Aquino Oliveira,Cursando,-1,19,5,2,,,,Fase 3 (7º e 8º ano),2,b,3,1457,6.0197761904,INDE 2024,Agata,Pedra 2024
RA-688,2B,2B,,,Masculino,2022,Pública,,,Ametista,7.771092108287961,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,9.502,10.0,8.13,,7.5,,,,,,9.45,10.0,,,,2024,,,2013-08-20,11,Topázio,8.0442,8.333333333,6.0,9.0,,8.986533333300002,Topázio,,,EE Dom Pedro Villas Boas de Souza,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,b,2,688,8.986533333300002,INDE 2024,Topázio,Pedra 2024
RA-696,2B,2B,,,Feminino,2021,Pública,,Ametista,Ametista,7.441449523187053,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,7.418,7.845238095,7.51,,5.25,,,,,,8.0,10.0,,,,2024,,,2013-12-05,10,Ametista,7.172666667,7.708333333,5.0,5.5,,7.482680952299999,Ametista,,,EE Dom Pedro Villas Boas de Souza,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,b,2,696,7.482680952299999,INDE 2024,Ametista,Pedra 2024
RA-1458,2B,2B,,,Feminino,2024,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,8.751,7.280701754500001,7.51,,3.25,,,,,,5.213333333,5.0,,,,2024,,,2012-02-22,12,,,6.041666667,0.5,6.0,,5.879073684200001,Quartzo,,,EE Alexandre Rodrigues Nogueira,Cursando,-1,19,5,2,,,,Fase 3 (7º e 8º ano),2,b,3,1458,5.879073684200001,INDE 2024,Quartzo,Pedra 2024
RA-1034,2B,2B,,,Masculino,2023,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,7.502,8.0833333335,7.51,,7.5,,,,,,8.223333333,10.0,,,,2024,,,2013-04-15,11,Ametista,7.9642,7.708333333,7.5,7.5,,8.0333666666,Topázio,,,EE Alexandre Rodrigues Nogueira,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,b,2,1034,8.0333666666,INDE 2024,Topázio,Pedra 2024
RA-491,2B,2B,,,Masculino,2022,Pública,,,Ametista,7.4611133333333335,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,7.502,9.011904762,7.51,,5.25,,,,,,7.166666667,5.0,,,,2024,,,2011-12-05,12,Ametista,7.560533333,7.083333333,1.5,9.0,,6.995247619100001,Agata,,,EE Mario Francisco de Amorim,Cursando,-1,19,5,2,,,,Fase 3 (7º e 8º ano),2,b,3,491,6.995247619100001,INDE 2024,Agata,Pedra 2024
RA-1027,2B,2B,,,Feminino,2023,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,9.502,10.0,7.51,,5.25,,,,,,8.39,10.0,,,,2024,,,2013-04-25,11,Ametista,7.748866667,7.916666667,6.0,4.5,,8.220866666700001,Topázio,,,EE Bairro Boa Vista,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,b,2,1027,8.220866666700001,INDE 2024,Topázio,Pedra 2024
RA-1023,2B,2B,,,Feminino,2023,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,9.502,9.511904762,9.375,,9.5,,,,,,9.563333333,10.0,,,,2024,,,2014-05-06,10,Topázio,9.1342,8.958333333,9.0,10.0,,9.498580952300001,Topázio,,,EE Dom Pedro Villas Boas de Souza,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,b,2,1023,9.498580952300001,INDE 2024,Topázio,Pedra 2024
RA-686,2C,2C,,,Feminino,2022,Pública,,,Ametista,7.728843833635814,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,8.002,8.7857142855,6.885,,7.25,,,,,,7.503333333,10.0,,,,2024,,,2013-04-19,11,Ametista,7.9642,8.4375,5.0,9.5,,8.040259523700001,Topázio,,,EE Joaquim Mendes Feliz,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,c,2,686,8.040259523700001,INDE 2024,Topázio,Pedra 2024
RA-480,2C,2C,,,Feminino,2021,Pública,,Ametista,Ametista,7.502401434343434,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,6.25,8.0714285715,7.51,,5.0,,,,,,7.443333333,10.0,,,,2024,,,2012-10-20,12,Topázio,8.226408333,7.8125,2.5,7.5,,7.260202380900001,Ametista,,,EE Alexandre Rodrigues Nogueira,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,c,2,480,7.260202380900001,INDE 2024,Ametista,Pedra 2024
RA-1459,2C,2C,,,Masculino,2024,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,8.002,8.2976190475,7.51,,3.75,,,,,,7.273333333,5.0,,,,2024,,,2012-03-21,12,,,7.5,2.0,5.5,,6.665390476100001,Agata,,,EE Olivia de Faria Nogueira,Cursando,-1,19,5,2,,,,Fase 3 (7º e 8º ano),2,c,3,1459,6.665390476100001,INDE 2024,Agata,Pedra 2024
RA-1460,2C,2C,,,Masculino,2024,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,9.502,7.460526316,7.51,,3.25,,,,,,6.27,10.0,,,,2024,,,2012-08-27,12,,,6.875,2.5,4.0,,6.784805263200001,Agata,,,EE Alexandre Rodrigues Nogueira,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,c,2,1460,6.784805263200001,INDE 2024,Agata,Pedra 2024
RA-1017,2C,2C,,,Masculino,2023,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,9.502,7.8095238095,6.26,,5.0,,,,,,7.443333333,10.0,,,,2024,,,2012-10-01,12,Agata,6.505333333,7.1875,2.5,7.5,,7.345521428500001,Ametista,,,EE João Ortiz Rodrigues,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,c,2,1017,7.345521428500001,INDE 2024,Ametista,Pedra 2024
RA-499,2C,2C,,,Masculino,2021,Pública,Ágata,Ametista,Ametista,7.826390666666667,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,8.502,9.0476190475,7.51,,4.75,,,,,,7.5,10.0,,,,2024,,,2012-07-24,12,Ametista,7.8883,7.1875,2.0,7.5,,7.5794738095000005,Ametista,,,EE Leonice de Aquino Oliveira,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,c,2,499,7.5794738095000005,INDE 2024,Ametista,Pedra 2024
RA-514,2C,2C,,,Feminino,2022,Pública,,,Ametista,7.0388891111111125,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,9.002,7.595238095,4.385,,3.0,,,,,,5.996666667,10.0,,,,2024,,,2013-05-05,11,Quartzo,5.823133333,5.625,3.0,3.0,,6.219580952400001,Agata,,,EE Paschoal Carlos Magno,Cursando,0,19,5,2,,,,Fase 2 (5º e 6º ano),2,c,2,514,6.219580952400001,INDE 2024,Agata,Pedra 2024
RA-1461,2C,2C,,,Feminino,2024,Pública,,,,,,,,3,avaliador-19,,avaliador-5,,avaliador-2,,,,10.002,9.273809524,7.51,,2.75,,,,,,7.33,5.0,,,,2024,,,2012-01-10,12,,,7.5,0.5,5.0,,6.871961904800001,Agata,,,EE Leonice de Aquino Oliveira,Cursando,-1,19,5,2,,,,Fase 3 (7º e 8º ano),2,c,3,1461,6.871961904800001,INDE 2024,Agata,Pedra 2024
RA-1462,2D,2D,,,Feminino,2024,Pública,,,,,,,,3,avaliador-20,,avaliador-19,,avaliador-2,,,,8.502,10.0,7.51,,6.5,,,,,,7.053333333,5.0,,,,2024,,,2010-12-14,13,,,8.125,6.0,7.0,,7.6243666666,Ametista,,,EE Joaquim Mendes Feliz,Cursando,-1,20,19,2,,,,Fase 3 (7º e 8º ano),2,d,3,1462,7.6243666666,INDE 2024,Ametista,Pedra 2024
RA-1463,2D,2D,,,Masculino,2024,Pública,,,,,,,,3,avaliador-20,,avaliador-19,,avaliador-2,,,,8.502,9.722222222,7.51,,10.0,,,,,,8.113333333,10.0,,,,2024,,,2012-11-05,12,,,9.0625,10.0,10.0,,9.074561111000001,Topázio,,,EE Paschoal Carlos Magno,Cursando,0,20,19,2,,,,Fase 2 (5º e 6º ano),2,d,2,1463,9.074561111000001,INDE 2024,Topázio,Pedra 2024
