RA,ra_num,ano_base,Fase_num,INDE_final,INDE_prev,delta_INDE,queda,IPS,IPS_prev
RA-742,742,2023,,7.024,7.097,-0.0730000000000004,1,7.52,5.0
RA-743,743,2022,0,6.672,,,0,5.6,
RA-743,743,2023,,6.659,6.672,-0.0129999999999999,1,3.77,5.6
RA-743,743,2024,1,7.655745454500001,6.659,0.996745454500001,0,7.51,3.77
RA-744,744,2022,0,7.742,,,0,5.6,
RA-745,745,2022,0,7.382,,,0,5.6,
RA-745,745,2023,1,7.668366667,7.382,0.28636666700000024,0,3.77,5.6
RA-745,745,2024,2,8.6102,7.668366667,0.9418333330000008,0,6.26,3.77
RA-746,746,2022,0,7.656,,,0,5.6,
RA-746,746,2023,1,6.517166667,7.656,-1.138833333,1,3.77,5.6
RA-746,746,2024,2,7.903311111100001,6.517166667,1.386144444100001,0,7.51,3.77
RA-747,747,2022,0,7.676,,,0,7.5,
RA-747,747,2023,1,6.026366667,7.676,-1.6496333330000006,1,3.14,7.5
RA-747,747,2024,1,5.8450809523,6.026366667,-0.18128571469999955,1,5.005,3.14
RA-748,748,2022,0,8.084,,,0,7.5,
RA-748,748,2023,,8.7142,8.084,0.6302000000000003,0,7.52,7.5
RA-748,748,2024,1,8.2272,8.7142,-0.4870000000000001,1,7.51,7.52
RA-749,749,2022,0,7.484,,,0,7.5,
RA-749,749,2023,,7.7597,7.484,0.2756999999999996,0,7.52,7.5
RA-749,749,2024,,8.3373184211,7.7597,0.5776184211000013,0,8.13,7.52
RA-750,750,2022,0,6.344,,,0,4.4,
RA-750,750,2023,,5.6857,6.344,-0.6583000000000006,1,3.14,4.4
RA-750,750,2024,1,4.542230369,5.6857,-1.1434696309999994,1,4.38,3.14
RA-751,751,2022,0,5.246,,,0,7.5,
RA-752,752,2022,0,8.197,,,0,7.5,
RA-752,752,2023,1,8.073825,8.197,-0.12317499999999981,1,7.52,7.5
RA-752,752,2024,2,6.57279265,8.073825,-1.5010323499999991,1,7.51,7.52
RA-753,753,2022,0,8.481,,,0,7.5,
RA-753,753,2023,,8.6672,8.481,0.18619999999999948,0,7.52,7.5
RA-753,753,2024,1,8.2450571429,8.6672,-0.422142857099999,1,7.51,7.52
RA-754,754,2022,0,6.602,,,0,4.4,
RA-754,754,2023,,6.0537,6.602,-0.5483000000000002,1,2.52,4.4
RA-754,754,2024,,5.6127,6.0537,-0.44099999999999984,1,5.625,2.52
RA-755,755,2022,0,8.566,,,0,6.9,
RA-755,755,2023,,8.7442,8.566,0.17819999999999858,0,7.52,6.9
RA-755,755,2024,1,8.925450000000001,8.7442,0.18125000000000213,0,7.51,7.52
RA-756,756,2022,0,6.976,,,0,7.5,
RA-756,756,2023,,7.0927,6.976,0.1166999999999998,0,7.52,7.5
RA-756,756,2024,,7.361700000000001,7.0927,0.269000000000001,0,7.51,7.52
RA-757,757,2022,0,8.26,,,0,7.5,
RA-757,757,2023,,8.6742,8.26,0.414200000000001,0,7.52,7.5
RA-757,757,2024,1,7.938842857200001,8.6742,-0.7353571427999999,1,7.51,7.52
RA-758,758,2022,0,7.911,,,0,7.5,
RA-759,759,2022,0,7.563,,,0,7.5,
RA-760,760,2022,0,8.172,,,0,7.5,
RA-760,760,2023,2,6.548333333,8.172,-1.6236666670000002,1,7.52,7.5
RA-760,760,2024,3,6.942581818200001,6.548333333,0.39424848520000033,0,7.51,7.52
RA-761,761,2022,0,8.06,,,0,7.5,
RA-761,761,2023,1,8.219533333,8.06,0.15953333299999883,0,7.52,7.5
RA-761,761,2024,2,8.174593939300001,8.219533333,-0.04493939369999822,1,6.26,7.52
RA-762,762,2022,0,7.28,,,0,7.5,
RA-762,762,2023,1,7.09945,7.28,-0.1805500000000002,1,3.14,7.5
RA-762,762,2024,2,5.9677326087,7.09945,-1.1317173912999996,1,6.26,3.14
RA-763,763,2022,0,7.402,,,0,7.5,
RA-763,763,2023,,6.7215,7.402,-0.6805000000000003,1,3.14,7.5
RA-763,763,2024,1,6.984760606,6.7215,0.26326060600000023,0,6.26,3.14
RA-764,764,2022,0,8.004,,,0,7.5,
RA-764,764,2023,1,7.682125,8.004,-0.32187499999999947,1,7.52,7.5
RA-764,764,2024,2,7.838370289900001,7.682125,0.15624528990000108,0,7.51,7.52
RA-765,765,2022,0,6.902,,,0,7.5,
RA-766,766,2022,0,8.185,,,0,7.5,
RA-766,766,2023,1,8.008408333,8.185,-0.17659166700000029,1,4.39,7.5
RA-767,767,2022,0,7.511,,,0,7.5,
RA-767,767,2023,1,7.3807,7.511,-0.13030000000000008,1,7.52,7.5
RA-767,767,2024,1,8.131890476200002,7.3807,0.7511904762000023,0,7.51,7.52
RA-768,768,2022,0,7.646,,,0,7.5,
RA-768,768,2023,,8.4042,7.646,0.7581999999999995,0,7.52,7.5
RA-768,768,2024,1,7.0345379447,8.4042,-1.3696620552999992,1,6.26,7.52
RA-769,769,2022,0,7.598,,,0,7.5,
RA-769,769,2023,,7.85345,7.598,0.25544999999999973,0,3.77,7.5
RA-769,769,2024,1,7.099342857200002,7.85345,-0.7541071427999979,1,7.51,3.77
RA-770,770,2022,0,8.143,,,0,7.5,
RA-770,770,2023,,6.6785,8.143,-1.464500000000001,1,3.77,7.5
RA-770,770,2024,,7.3057112782,6.6785,0.6272112782000008,0,7.51,3.77
RA-771,771,2022,0,7.873,,,0,7.5,
RA-771,771,2023,,7.056,7.873,-0.8170000000000002,1,3.14,7.5
RA-771,771,2024,,6.066009523800001,7.056,-0.9899904761999991,1,3.135,3.14
RA-772,772,2022,0,6.994,,,0,7.5,
RA-772,772,2023,1,5.930166667,6.994,-1.0638333329999998,1,7.52,7.5
RA-773,773,2022,0,6.922,,,0,5.0,
RA-773,773,2023,,6.9287,6.922,0.006700000000000372,0,2.52,5.0
RA-773,773,2024,,6.566200000000001,6.9287,-0.36249999999999893,1,2.51,2.52
RA-774,774,2022,0,7.587,,,0,7.5,
RA-774,774,2023,,5.852,7.587,-1.7349999999999994,1,3.14,7.5
RA-774,774,2024,,5.685771428600001,5.852,-0.16622857139999958,1,2.51,3.14
RA-775,775,2022,0,5.79,,,0,4.4,
RA-776,776,2022,0,3.898,,,0,4.4,
RA-776,776,2023,1,5.567916667,3.898,1.6699166670000003,0,7.52,4.4
RA-776,776,2024,1,5.178509523800001,5.567916667,-0.3894071431999997,1,5.63,7.52
RA-777,777,2022,0,7.096,,,0,7.5,
RA-777,777,2023,1,7.468125,7.096,0.3721249999999996,0,7.52,7.5
RA-777,777,2024,2,7.563515408100001,7.468125,0.09539040810000099,0,7.51,7.52
RA-778,778,2022,0,7.432,,,0,7.5,
RA-778,778,2023,1,7.926825,7.432,0.4948249999999996,0,7.52,7.5
RA-778,778,2024,2,8.0754139589,7.926825,0.14858895890000046,0,7.51,7.52
RA-779,779,2022,0,5.702,,,0,7.5,
RA-780,780,2022,0,6.955,,,0,7.5,
RA-780,780,2023,,7.7842,6.955,0.8292000000000002,0,3.14,7.5
RA-780,780,2024,1,7.7430333333,7.7842,-0.041166666700000576,1,5.63,3.14
RA-781,781,2022,0,7.786,,,0,7.5,
RA-781,781,2023,1,8.209283333,7.786,0.42328333300000054,0,7.52,7.5
RA-781,781,2024,2,8.496283333400001,8.209283333,0.28700000040000084,0,7.51,7.52
RA-782,782,2022,0,7.485,,,0,7.5,
RA-782,782,2023,,7.6812,7.485,0.19619999999999926,0,2.52,7.5
RA-782,782,2024,1,8.1896285714,7.6812,0.5084285714000005,0,7.51,2.52
RA-783,783,2022,0,6.996,,,0,7.5,
RA-783,783,2023,,7.2922,6.996,0.2961999999999998,0,3.77,7.5
RA-784,784,2022,0,8.34,,,0,7.5,
RA-784,784,2023,1,8.171366667,8.34,-0.16863333300000072,1,7.52,7.5
RA-784,784,2024,2,8.8857454545,8.171366667,0.7143787875000012,0,5.635,7.52
RA-785,785,2022,0,7.642,,,0,7.5,
RA-785,785,2023,1,8.137866667,7.642,0.4958666670000005,0,7.52,7.5
RA-785,785,2024,2,9.1548666666,8.137866667,1.0169999995999994,0,7.51,7.52
RA-786,786,2022,0,7.004,,,0,5.6,
RA-787,787,2022,0,7.205,,,0,7.5,
RA-787,787,2023,,7.5227,7.205,0.3177000000000003,0,7.52,7.5
RA-787,787,2024,,7.73495,7.5227,0.21225000000000005,0,7.51,7.52
RA-788,788,2022,0,8.264,,,0,5.6,
RA-788,788,2023,1,7.806091667,8.264,-0.4579083329999998,1,2.52,5.6
RA-788,788,2024,2,7.9221068268,7.806091667,0.11601515980000077,0,6.26,2.52
RA-789,789,2022,0,7.405,,,0,7.5,
RA-789,789,2023,,7.974,7.405,0.569,0,7.52,7.5
RA-789,789,2024,1,8.0443904763,7.974,0.07039047630000006,0,7.51,7.52
RA-790,790,2022,0,7.504,,,0,7.5,
RA-790,790,2023,1,6.707666667,7.504,-0.7963333329999998,1,7.52,7.5
RA-790,790,2024,2,6.8089355072,6.707666667,0.10126884020000038,0,7.51,7.52
RA-791,791,2022,0,7.507,,,0,7.5,
RA-791,791,2023,1,6.247916667,7.507,-1.2590833329999995,1,7.52,7.5
RA-792,792,2022,0,7.025,,,0,7.5,
RA-792,792,2023,,7.6267,7.025,0.6016999999999992,0,7.52,7.5
RA-792,792,2024,1,6.036012253,7.6267,-1.5906877469999996,1,7.51,7.52
RA-793,793,2022,0,6.894,,,0,7.5,
RA-794,794,2022,0,7.335,,,0,7.5,
RA-794,794,2023,,7.9842,7.335,0.6492000000000004,0,7.52,7.5
RA-794,794,2024,1,7.145652380900001,7.9842,-0.838547619099999,1,7.51,7.52
RA-795,795,2022,0,8.064,,,0,7.5,
RA-795,795,2023,,8.4642,8.064,0.4001999999999999,0,7.52,7.5
RA-795,795,2024,1,8.441414285700002,8.4642,-0.02278571429999765,1,6.26,7.52
RA-796,796,2022,0,7.232,,,0,7.5,
RA-796,796,2023,1,7.462866667,7.232,0.23086666699999991,0,6.27,7.5
RA-796,796,2024,2,7.052457703200001,7.462866667,-0.41040896379999925,1,7.51,6.27
RA-797,797,2022,0,7.217,,,0,7.5,
RA-797,797,2023,1,7.373033333,7.217,0.15603333300000077,0,7.52,7.5
RA-797,797,2024,2,6.597315151500001,7.373033333,-0.7757181814999994,1,7.51,7.52
RA-798,798,2022,0,7.049,,,0,7.5,
RA-798,798,2023,1,7.018033333,7.049,-0.030966667000000392,1,7.52,7.5
RA-798,798,2024,2,4.6743653679,7.018033333,-2.3436679651,1,7.51,7.52
RA-799,799,2022,0,7.676,,,0,7.5,
RA-799,799,2023,1,8.061533333,7.676,0.3855333329999997,0,5.64,7.5
RA-799,799,2024,2,7.702648484900001,8.061533333,-0.3588848480999989,1,7.51,5.64
RA-800,800,2022,0,6.818,,,0,7.5,
RA-801,801,2022,0,6.644,,,0,7.5,
RA-801,801,2023,1,6.8735,6.644,0.22949999999999982,0,7.52,7.5
RA-801,801,2024,1,6.6752,6.8735,-0.1982999999999997,1,7.51,7.52
RA-802,802,2022,0,7.831,,,0,7.5,
RA-802,802,2023,1,8.126866667,7.831,0.2958666669999994,0,7.52,7.5
RA-802,802,2024,2,7.8317974024999994,8.126866667,-0.29506926450000037,1,7.51,7.52
RA-803,803,2022,0,6.98,,,0,7.5,
RA-804,804,2022,0,6.848,,,0,6.3,
RA-804,804,2023,1,7.2352,6.848,0.3872,0,6.27,6.3
RA-805,805,2022,0,8.279,,,0,7.5,
RA-805,805,2023,,6.492,8.279,-1.787,1,7.52,7.5
RA-805,805,2024,1,6.9375869048,6.492,0.44558690479999985,0,4.38,7.52
RA-806,806,2022,0,7.561,,,0,7.5,
RA-806,806,2023,,7.2937,7.561,-0.26729999999999965,1,6.27,7.5
RA-806,806,2024,1,6.972777380900001,7.2937,-0.3209226190999992,1,7.51,6.27
RA-807,807,2022,0,8.121,,,0,6.3,
RA-807,807,2023,,7.8632,8.121,-0.2578000000000005,1,7.52,6.3
RA-807,807,2024,1,7.797628571400001,7.8632,-0.06557142859999932,1,7.51,7.52
RA-808,808,2022,0,8.361,,,0,6.3,
RA-808,808,2023,,8.1932,8.361,-0.1678000000000015,1,2.52,6.3
RA-808,808,2024,1,8.7897,8.1932,0.5965000000000007,0,7.51,2.52
RA-809,809,2022,0,7.259,,,0,6.3,
RA-810,810,2022,0,7.887,,,0,5.0,
RA-810,810,2023,1,7.782866667,7.887,-0.10413333299999916,1,7.52,5.0
RA-810,810,2024,1,7.704770175400001,7.782866667,-0.07809649159999932,1,5.635,7.52
RA-811,811,2022,0,6.575,,,0,5.6,
RA-812,812,2022,0,7.497,,,0,5.6,
RA-812,812,2023,,8.0357,7.497,0.5387000000000004,0,7.52,5.6
RA-813,813,2022,0,7.093,,,0,6.9,
RA-813,813,2023,1,7.5867,7.093,0.49370000000000047,0,7.52,6.9
RA-814,814,2022,0,7.592,,,0,6.9,
RA-814,814,2023,1,8.367866667,7.592,0.7758666669999998,0,6.89,6.9
RA-814,814,2024,2,7.971648484800001,8.367866667,-0.3962181821999984,1,7.51,6.89
RA-815,815,2022,0,6.81,,,0,5.6,
RA-815,815,2023,1,6.122166667,6.81,-0.6878333329999995,1,5.02,5.6
RA-816,816,2022,0,8.513,,,0,7.5,
RA-816,816,2023,1,8.5572,8.513,0.04420000000000002,0,7.52,7.5
RA-816,816,2024,2,8.929745454599999,8.5572,0.3725454545999991,0,7.51,7.52
RA-817,817,2022,0,7.819,,,0,6.3,
RA-817,817,2023,1,7.8597,7.819,0.04070000000000018,0,6.89,6.3
RA-818,818,2022,0,7.483,,,0,7.5,
RA-818,818,2023,1,7.997366667,7.483,0.514366667,0,7.52,7.5
RA-819,819,2022,0,7.741,,,0,7.5,
RA-819,819,2023,1,7.944833333,7.741,0.2038333330000004,0,7.52,7.5
RA-819,819,2024,2,8.652552484400001,7.944833333,0.707719151400001,0,7.51,7.52
RA-820,820,2022,0,7.417,,,0,6.9,
RA-820,820,2023,1,7.85605,7.417,0.43904999999999994,0,7.52,6.9
RA-820,820,2024,2,7.426572549100001,7.85605,-0.42947745089999856,1,7.51,7.52
RA-821,821,2022,0,6.342,,,0,7.5,
RA-821,821,2024,2,6.643866666600001,6.342,0.3018666666000014,0,7.51,7.5
RA-822,822,2022,0,6.922,,,0,7.5,
RA-822,822,2023,,6.4497,6.922,-0.4722999999999997,1,2.52,7.5
RA-822,822,2024,1,5.2645678524,6.4497,-1.1851321476,1,5.01,2.52
RA-823,823,2022,0,5.989,,,0,7.5,
RA-824,824,2022,0,6.799,,,0,6.9,
RA-825,825,2022,0,7.25,,,0,6.9,
RA-826,826,2022,0,7.776,,,0,7.5,
RA-826,826,2023,,7.77645,7.776,0.0004499999999998394,0,3.77,7.5
RA-826,826,2024,1,7.9442,7.77645,0.16775000000000073,0,6.26,3.77
RA-827,827,2022,0,7.412,,,0,7.5,
RA-827,827,2023,1,7.419925,7.412,0.007925000000000182,0,3.14,7.5
RA-827,827,2024,2,8.2483467391,7.419925,0.8284217391000004,0,5.01,3.14
RA-828,828,2022,0,7.139,,,0,7.5,
RA-829,829,2022,0,8.003,,,0,7.5,
RA-829,829,2023,1,8.532075,8.003,0.5290750000000006,0,3.14,7.5
RA-829,829,2024,2,9.171825000000002,8.532075,0.6397500000000012,0,9.38,3.14
RA-830,830,2022,0,7.234,,,0,7.5,
RA-830,830,2023,,6.78,7.234,-0.45399999999999974,1,3.14,7.5
RA-830,830,2024,1,7.1373428571,6.78,0.3573428570999999,0,5.63,3.14
RA-831,831,2022,0,7.41,,,0,7.5,
RA-831,831,2023,,7.71645,7.41,0.3064499999999999,0,3.77,7.5
RA-831,831,2024,1,8.0066285715,7.71645,0.29017857150000026,0,6.26,3.77
RA-832,832,2022,0,8.179,,,0,7.5,
RA-832,832,2023,1,8.2697,8.179,0.0907,0,7.52,7.5
RA-832,832,2024,2,8.2403304348,8.2697,-0.02936956519999967,1,7.51,7.52
RA-833,833,2022,0,7.791,,,0,7.5,
RA-833,833,2023,1,7.81295,7.791,0.02194999999999947,0,3.77,7.5
RA-833,833,2024,2,8.5184577641,7.81295,0.7055077641000009,0,7.51,3.77
RA-834,834,2022,0,8.136,,,0,7.5,
RA-834,834,2023,1,8.662616667,8.136,0.5266166670000008,0,6.27,7.5
RA-834,834,2024,2,8.513646169700001,8.662616667,-0.14897049729999878,1,6.26,6.27
RA-835,835,2022,0,7.263,,,0,7.5,
RA-835,835,2023,,8.2467,7.263,0.9837000000000007,0,7.52,7.5
RA-836,836,2022,0,7.665,,,0,7.5,
RA-836,836,2023,,7.6417,7.665,-0.023299999999999876,1,6.27,7.5
RA-836,836,2024,1,6.0234537878,7.6417,-1.6182462121999999,1,7.51,6.27
RA-837,837,2022,0,8.207,,,0,7.5,
RA-837,837,2023,1,8.2712,8.207,0.06419999999999959,0,7.52,7.5
RA-837,837,2024,2,7.9648467391,8.2712,-0.3063532608999999,1,6.885,7.52
RA-838,838,2022,0,7.461,,,0,7.5,
RA-839,839,2022,0,5.198,,,0,7.5,
RA-840,840,2022,0,7.875,,,0,7.5,
RA-840,840,2023,,7.7862,7.875,-0.08879999999999999,1,4.38,7.5
RA-840,840,2024,1,8.5912909091,7.7862,0.8050909090999996,0,7.51,4.38
RA-841,841,2022,0,7.3,,,0,7.5,
RA-841,841,2023,,6.78,7.3,-0.5199999999999996,1,7.52,7.5
RA-841,841,2024,2,6.035771224300001,6.78,-0.744228775699999,1,7.51,7.52
RA-842,842,2022,0,7.952,,,0,7.5,
RA-842,842,2023,,7.2117,7.952,-0.7402999999999995,1,3.77,7.5
RA-842,842,2024,1,7.072914756400001,7.2117,-0.13878524359999922,1,6.26,3.77
RA-843,843,2022,0,8.538,,,0,7.5,
RA-844,844,2022,0,6.253,,,0,8.1,
RA-845,845,2022,0,8.491,,,0,7.5,
RA-846,846,2022,0,7.412,,,0,7.5,
RA-846,846,2023,,7.4637,7.412,0.0517000000000003,0,3.77,7.5
RA-847,847,2022,0,6.839,,,0,4.4,
RA-847,847,2023,,6.5418,6.839,-0.29720000000000013,1,2.52,4.4
RA-847,847,2024,1,5.009290909100001,6.5418,-1.5325090908999996,1,5.01,2.52
RA-848,848,2022,0,7.488,,,0,7.5,
RA-849,849,2022,0,7.369,,,0,7.5,
RA-850,850,2022,0,7.641,,,0,7.5,
RA-850,850,2023,,6.06525,7.641,-1.5757500000000002,1,6.26,7.5
RA-850,850,2024,1,7.864245454500001,6.06525,1.7989954545000009,0,6.255,6.26
RA-851,851,2022,0,7.515,,,0,7.5,
RA-851,851,2023,,6.1683,7.515,-1.3466999999999993,1,2.52,7.5
RA-851,851,2024,1,6.2114602109,6.1683,0.043160210899999996,0,5.63,2.52
RA-852,852,2022,0,5.666,,,0,5.0,
RA-853,853,2022,0,8.616,,,0,7.5,
RA-853,853,2023,,7.8402,8.616,-0.7757999999999994,1,3.77,7.5
RA-853,853,2024,1,7.986866666600001,7.8402,0.14666666660000072,0,6.26,3.77
RA-854,854,2022,0,8.098,,,0,7.5,
RA-854,854,2023,,6.6415,8.098,-1.456500000000001,1,3.77,7.5
RA-854,854,2024,1,7.826199999900001,6.6415,1.1846999999000012,0,6.26,3.77
RA-855,855,2022,0,8.453,,,0,7.5,
RA-855,855,2023,1,8.62995,8.453,0.17694999999999972,0,7.52,7.5
RA-855,855,2024,2,8.578533333400001,8.62995,-0.051416666599997995,1,7.51,7.52
RA-856,856,2022,0,8.398,,,0,7.5,
RA-856,856,2023,,7.3355,8.398,-1.0625,1,7.52,7.5
RA-857,857,2022,0,8.154,,,0,7.5,
RA-857,857,2023,,8.1442,8.154,-0.009800000000000253,1,7.52,7.5
RA-858,858,2022,0,7.523,,,0,5.6,
RA-858,858,2023,,7.248833333,7.523,-0.27416666699999936,1,3.77,5.6
RA-858,858,2024,,6.917866666700001,7.248833333,-0.33096666629999927,1,2.51,3.77
RA-859,859,2022,0,8.325,,,0,7.5,
RA-859,859,2023,,8.6042,8.325,0.2792000000000012,0,7.52,7.5
RA-859,859,2024,1,8.5817909091,8.6042,-0.022409090900000095,1,7.51,7.52
RA-860,860,2022,0,8.136,,,0,7.5,
RA-860,860,2023,,8.2372,8.136,0.1012000000000004,0,6.89,7.5
RA-860,860,2024,1,8.7738666667,8.2372,0.5366666667000004,0,7.51,6.89
RA-861,861,2023,,9.31095,,,0,8.13,
RA-861,861,2024,,8.959700000000002,9.31095,-0.3512499999999985,1,7.51,8.13
RA-862,862,2023,,8.2212,,,0,8.14,
RA-862,862,2024,,7.346677272700001,8.2212,-0.8745227272999987,1,7.51,8.14
RA-863,863,2023,,5.92975,,,0,3.14,
RA-863,863,2024,,4.6684348484000004,5.92975,-1.2613151515999999,1,2.51,3.14
RA-864,864,2023,,7.034,,,0,8.14,
RA-865,865,2023,,8.1552,,,0,7.52,
RA-866,866,2023,,7.679,,,0,8.76,
RA-867,867,2023,,8.6992,,,0,8.76,
RA-867,867,2024,,7.583018181800001,8.6992,-1.1161818181999985,1,7.51,8.76
RA-868,868,2023,,8.63895,,,0,8.76,
RA-868,868,2024,,7.156366666600001,8.63895,-1.4825833333999983,1,3.76,8.76
RA-869,869,2023,,9.2587,,,0,8.76,
RA-870,870,2023,,4.909,,,0,8.76,
RA-871,871,2023,,6.8617,,,0,3.76,
RA-871,871,2024,1,7.2917293147999995,6.8617,0.4300293147999996,0,4.38,3.76
RA-872,872,2023,,5.267,,,0,2.52,
RA-873,873,2023,,7.8012,,,0,7.52,
RA-873,873,2024,1,7.61095,7.8012,-0.1902499999999998,1,6.88,7.52
RA-874,874,2023,,5.811,,,0,7.52,
RA-874,874,2024,1,7.0235939394,5.811,1.2125939394000005,0,6.26,7.52
RA-875,875,2023,,8.2712,,,0,7.52,
RA-876,876,2023,,8.6492,,,0,7.52,
RA-876,876,2024,1,7.612057142800001,8.6492,-1.0371428571999992,1,7.51,7.52
RA-877,877,2023,,7.4722,,,0,7.52,
RA-878,878,2023,,6.24,,,0,2.52,
RA-878,878,2024,1,6.5335560606000005,6.24,0.2935560606000003,0,4.38,2.52
RA-879,879,2023,,6.8225,,,0,2.52,
RA-879,879,2024,1,8.1096318182,6.8225,1.2871318182000007,0,6.26,2.52
RA-880,880,2023,,6.724,,,0,2.52,
RA-880,880,2024,,6.853080434800001,6.724,0.12908043480000053,0,2.51,2.52
RA-881,881,2023,,7.7322,,,0,7.52,
RA-882,882,2023,,6.0092,,,0,2.52,
RA-883,883,2023,,8.5082,,,0,6.89,
RA-884,884,2023,,8.4587,,,0,4.39,
RA-884,884,2024,,8.0345030302,8.4587,-0.42419696980000055,1,6.26,4.39
RA-885,885,2023,,8.8252,,,0,7.52,
RA-885,885,2024,,8.2072,8.8252,-0.6180000000000003,1,7.51,7.52
RA-886,886,2023,,8.6422,,,0,7.52,
RA-886,886,2024,,8.419200000000002,8.6422,-0.22299999999999898,1,8.13,7.52
RA-887,887,2023,,8.6718,,,0,7.52,
RA-888,888,2023,,8.9182,,,0,7.52,
RA-888,888,2024,,8.1942,8.9182,-0.7240000000000002,1,6.88,7.52
RA-889,889,2023,,8.8092,,,0,6.89,
RA-889,889,2024,,8.191290909100001,8.8092,-0.6179090908999996,1,6.26,6.89
RA-890,890,2023,,6.989,,,0,2.52,
RA-891,891,2023,,7.8882,,,0,6.89,
RA-891,891,2024,,8.035957575700001,7.8882,0.14775757570000092,0,6.26,6.89
RA-892,892,2023,,8.8112,,,0,6.89,
RA-892,892,2024,1,8.697700000000001,8.8112,-0.11349999999999838,1,7.51,6.89
RA-893,893,2023,,8.8042,,,0,7.52,
RA-893,893,2024,1,8.8910333334,8.8042,0.08683333339999955,0,7.51,7.52
RA-894,894,2023,,8.8142,,,0,7.52,
RA-894,894,2024,1,8.67895,8.8142,-0.1352499999999992,1,7.51,7.52
RA-895,895,2023,,8.5397,,,0,7.52,
RA-895,895,2024,,8.2579575757,8.5397,-0.2817424242999991,1,6.26,7.52
RA-896,896,2023,,9.0912,,,0,6.89,
RA-896,896,2024,1,8.2852454545,9.0912,-0.8059545455000006,1,7.51,6.89
RA-897,897,2023,,5.48225,,,0,7.52,
RA-897,897,2024,,5.2212050505,5.48225,-0.26104494949999957,1,2.51,7.52
RA-898,898,2023,,8.4217,,,0,3.77,
RA-898,898,2024,1,7.8661333334000005,8.4217,-0.555566666599999,1,7.51,3.77
RA-899,899,2023,,8.8452,,,0,3.77,
RA-899,899,2024,1,8.425024769300002,8.8452,-0.4201752306999982,1,5.635,3.77
RA-900,900,2023,,8.8947,,,0,9.38,
RA-900,900,2024,1,8.802003030200002,8.8947,-0.09269696979999864,1,8.13,9.38
RA-901,901,2023,,7.3112,,,0,3.77,
RA-902,902,2023,,5.97345,,,0,2.52,
RA-903,903,2023,,8.5242,,,0,5.02,
RA-903,903,2024,1,8.0758287879,8.5242,-0.44837121209999964,1,7.505,5.02
RA-904,904,2023,,8.140783333,,,0,7.52,
RA-904,904,2024,,7.6352,8.140783333,-0.5055833329999997,1,7.51,7.52
RA-905,905,2023,,7.831033333,,,0,7.52,
RA-905,905,2024,,6.3925823529,7.831033333,-1.4384509800999998,1,7.51,7.52
RA-906,906,2023,,8.1922,,,0,7.52,
RA-907,907,2023,,8.962033333,,,0,7.52,
RA-907,907,2024,,7.9400888889,8.962033333,-1.0219444441000007,1,7.51,7.52
RA-908,908,2023,,8.479366667,,,0,7.52,
RA-908,908,2024,,6.764292246,8.479366667,-1.7150744210000006,1,7.51,7.52
RA-909,909,2023,,8.486033333,,,0,7.52,
RA-909,909,2024,,7.722033333300001,8.486033333,-0.7639999996999993,1,7.51,7.52
RA-910,910,2023,,7.801,,,0,7.52,
RA-910,910,2024,1,8.1163818182,7.801,0.31538181820000055,0,7.51,7.52
RA-911,911,2023,,5.59545,,,0,2.52,
RA-911,911,2024,1,5.4552454547,5.59545,-0.1402045452999996,1,7.51,2.52
RA-912,912,2023,,7.0797,,,0,7.52,
RA-912,912,2024,,7.697103508700001,7.0797,0.6174035087000007,0,7.51,7.52
RA-913,913,2023,,7.7432,,,0,6.89,
RA-914,914,2023,,8.6912,,,0,7.52,
RA-915,915,2023,,8.5962,,,0,7.52,
RA-916,916,2023,,7.3882,,,0,2.52,
RA-916,916,2024,,5.5058531621,7.3882,-1.8823468379000001,1,2.51,2.52
RA-917,917,2023,,5.987,,,0,2.52,
RA-918,918,2023,,7.4967,,,0,2.52,
RA-918,918,2024,,5.657357017600001,7.4967,-1.839342982399999,1,2.51,2.52
RA-919,919,2023,,6.225,,,0,7.52,
RA-919,919,2024,,5.799702673800001,6.225,-0.42529732619999905,1,6.255,7.52
RA-920,920,2023,,6.9647,,,0,7.52,
RA-920,920,2024,,7.7494938597,6.9647,0.7847938597000006,0,7.51,7.52
RA-921,921,2023,,7.7407,,,0,7.52,
RA-921,921,2024,,7.2838203209,7.7407,-0.45687967910000005,1,7.51,7.52
RA-922,922,2023,,8.5262,,,0,3.14,
RA-922,922,2024,1,8.5209954545,8.5262,-0.005204545499999824,1,7.51,3.14
RA-923,923,2023,,8.8842,,,0,7.52,
RA-923,923,2024,1,7.688609090900001,8.8842,-1.195590909099999,1,7.51,7.52
RA-924,924,2023,,6.5207,,,0,7.52,
RA-924,924,2024,,6.4727360962,6.5207,-0.047963903799999485,1,7.51,7.52
RA-925,925,2023,,7.1837,,,0,7.52,
RA-925,925,2024,,6.587019518800001,7.1837,-0.5966804811999991,1,7.51,7.52
RA-926,926,2023,,7.7792,,,0,3.77,
RA-926,926,2024,1,7.7830787878,7.7792,0.0038787877999997278,0,7.51,3.77
RA-927,927,2023,,7.5982,,,0,3.77,
RA-927,927,2024,1,7.9921696969000005,7.5982,0.39396969690000017,0,7.51,3.77
RA-928,928,2023,,9.3712,,,0,7.52,
RA-928,928,2024,1,8.8733666667,9.3712,-0.4978333332999991,1,7.51,7.52
RA-929,929,2023,,9.1312,,,0,7.52,
