RA,ra_num,ano_base,Fase_num,Ativo/ Inativo,INDE_final,IPS,IEG,status
RA-389,389,2024,3,Cursando,7.2079551282,8.76,6.674358974333333,CURSANDO
RA-390,390,2024,3,Cursando,6.5472236842000004,8.755,6.080701754333333,CURSANDO
RA-376,376,2024,3,Cursando,5.896573588800001,2.51,8.287284610666667,CURSANDO
RA-584,584,2024,3,Cursando,6.752914393933334,8.755,5.636363636333333,CURSANDO
RA-535,535,2024,3,Cursando,7.659555952400001,8.135,7.161904762,CURSANDO
RA-547,547,2024,3,Cursando,7.2102906723333335,8.135,7.030620028333334,CURSANDO
RA-557,557,2024,3,Cursando,9.350986466133334,7.51,8.756265663999999,CURSANDO
RA-548,548,2024,3,Cursando,7.240168803466668,7.51,7.600427350666667,CURSANDO
RA-1102,1102,2024,3,Cursando,8.440611904733334,8.13,9.390476190333333,CURSANDO
RA-1532,1532,2024,3,Cursando,4.548544781066667,7.51,3.9057239053333332,CURSANDO
RA-538,538,2024,3,Cursando,6.514094017066666,7.51,7.668803418666666,CURSANDO
RA-365,365,2024,3,Cursando,8.526983333333334,7.51,10.0,CURSANDO
RA-563,563,2024,3,Cursando,8.595447619066668,8.135,9.461904762000001,CURSANDO
RA-1157,1157,2024,3,Cursando,7.916082936533334,7.51,9.082539682666665,CURSANDO
RA-258,258,2024,3,Cursando,6.429063888866667,7.51,6.944444444333333,CURSANDO
RA-369,369,2024,3,Cursando,5.667282265,7.51,4.908119658333334,CURSANDO
RA-375,375,2024,3,Cursando,7.970034615400001,7.51,9.443589743666667,CURSANDO
RA-1533,1533,2024,3,Cursando,9.089828985533336,8.135,9.710144927666667,CURSANDO
RA-1534,1534,2024,3,Cursando,7.188366666666667,8.135,9.666666666666666,CURSANDO
RA-1160,1160,2024,3,Cursando,6.274190982333334,7.51,8.201288245,CURSANDO
RA-562,562,2024,3,Cursando,8.392733333333334,8.135,9.833333333333334,CURSANDO
RA-1112,1112,2024,3,Cursando,6.8560823939999995,8.135,9.02791197,CURSANDO
RA-1535,1535,2024,3,Cursando,7.109390969933334,7.51,5.103121516333333,CURSANDO
RA-1536,1536,2024,3,Cursando,7.653744444466668,8.135,8.722222222333334,CURSANDO
RA-357,357,2024,3,Cursando,7.731569404200001,8.135,9.028180354333333,CURSANDO
RA-583,583,2024,3,Cursando,7.447591035933334,8.135,8.904455179666668,CURSANDO
RA-1537,1537,2024,3,Cursando,8.176263231333333,8.135,8.33064949,CURSANDO
RA-599,599,2024,3,Cursando,8.3569352941,9.375,8.607843137333333,CURSANDO
RA-651,651,2024,3,Cursando,8.689300000100001,7.51,10.0,CURSANDO
RA-1131,1131,2024,3,Cursando,8.2889555555,6.255,9.277777777666666,CURSANDO
RA-403,403,2024,3,Cursando,8.008488888833334,7.51,7.361111111,CURSANDO
RA-1538,1538,2024,3,Cursando,7.9631703704333345,8.13,7.935185184999999,CURSANDO
RA-469,469,2024,3,Cursando,7.684639869300001,7.51,9.498366013,CURSANDO
RA-1121,1121,2024,3,Cursando,8.407166666633334,7.51,10.0,CURSANDO
RA-1122,1122,2024,3,Cursando,7.817322222166666,7.51,9.861111111,CURSANDO
RA-422,422,2024,3,Cursando,5.544981481433334,7.51,6.157407407333333,CURSANDO
RA-1117,1117,2024,3,Cursando,7.601562962866668,7.51,8.314814814666667,CURSANDO
RA-1539,1539,2024,3,Cursando,7.709588888900001,6.885,9.027777777666666,CURSANDO
RA-618,618,2024,3,Cursando,6.718348148233334,6.88,8.324074074,CURSANDO
RA-669,669,2024,3,Cursando,6.6438703703,7.51,4.851851851666666,CURSANDO
RA-408,408,2024,3,Cursando,6.5276296297,7.51,4.981481481666667,CURSANDO
RA-610,610,2024,3,Cursando,7.894888888933334,3.76,9.694444444333334,CURSANDO
RA-409,409,2024,3,Cursando,8.225462962900002,7.51,9.231481481333333,CURSANDO
RA-464,464,2024,3,Cursando,6.872009064333334,8.76,7.851461988333334,CURSANDO
RA-1165,1165,2024,3,Cursando,7.908044272466667,8.135,6.829721362333333,CURSANDO
RA-466,466,2024,3,Cursando,6.778749122800001,8.76,7.223245614,CURSANDO
RA-414,414,2024,3,Cursando,7.187625925933334,7.51,8.429629629666666,CURSANDO
RA-401,401,2024,3,Cursando,6.728911403533334,6.885,6.839473684333334,CURSANDO
RA-1141,1141,2024,3,Cursando,6.793890866866667,7.51,6.191537667666666,CURSANDO
RA-592,592,2024,3,Cursando,7.121622213600001,2.51,6.108152734666667,CURSANDO
RA-474,474,2024,3,Cursando,6.024753703733333,7.51,5.818518518666667,CURSANDO
RA-602,602,2024,3,Cursando,8.647409313733334,7.51,9.670588235333334,CURSANDO
RA-666,666,2024,3,Cursando,8.185838802933334,7.51,7.881527348,CURSANDO
RA-604,604,2024,3,Cursando,7.429623555266667,8.13,7.5029927763333335,CURSANDO
RA-476,476,2024,3,Cursando,6.7359982456,7.51,6.5964912280000005,CURSANDO
RA-423,423,2024,3,Cursando,6.616193704866666,8.13,6.501135191,CURSANDO
RA-631,631,2024,3,Cursando,6.795673420466667,8.75,7.2122004356666665,CURSANDO
RA-658,658,2024,3,Cursando,7.507033333333333,8.135,10.0,CURSANDO
RA-1540,1540,2024,3,Cursando,5.696233333333334,7.51,5.0,CURSANDO
RA-1541,1541,2024,3,Cursando,8.337,6.88,8.633333333333333,CURSANDO
RA-1114,1114,2024,3,Cursando,7.437466666666667,2.51,9.533333333333333,CURSANDO
RA-662,662,2024,3,Cursando,7.1074778554666675,7.51,7.6107226106666666,CURSANDO
RA-760,760,2024,3,Cursando,6.942581818200001,7.51,7.090909091,CURSANDO
RA-1542,1542,2024,3,Cursando,6.0886079922,8.135,6.304873294333333,CURSANDO
RA-404,404,2024,3,Cursando,6.624588235266668,2.51,6.286274509666666,CURSANDO
RA-1119,1119,2024,3,Cursando,7.388266666666667,7.51,8.716666666666667,CURSANDO
RA-1116,1116,2024,3,Cursando,3.7894777778,6.26,3.3555555556666667,CURSANDO
RA-667,667,2024,3,Cursando,7.177130604266668,7.51,7.038986354666666,CURSANDO
RA-605,605,2024,3,Cursando,6.0175222222,6.885,6.194444444333333,CURSANDO
RA-1543,1543,2024,3,Cursando,6.754584615400001,7.51,8.076923077,CURSANDO
RA-1118,1118,2024,3,Cursando,7.0305545924,9.38,7.846439628666666,CURSANDO
RA-1544,1544,2024,3,Cursando,6.905568627466667,6.885,8.674509804,CURSANDO
RA-1545,1545,2024,3,Cursando,7.296598575533334,8.13,6.210826211,CURSANDO
RA-1127,1127,2024,3,Cursando,8.180966666666668,7.51,10.0,CURSANDO
RA-1129,1129,2024,3,Cursando,7.360417647066668,8.13,7.137254902,CURSANDO
RA-1546,1546,2024,3,Cursando,6.900662108266667,8.75,6.374643874666667,CURSANDO
RA-1130,1130,2024,3,Cursando,6.563952941199999,8.13,6.278431372666667,CURSANDO
RA-1168,1168,2024,3,Cursando,6.864053921600001,7.51,7.682352941333334,CURSANDO
RA-613,613,2024,3,Cursando,7.4019,7.51,9.566666666666666,CURSANDO
RA-433,433,2024,3,Cursando,7.218157142866668,8.13,8.380952381,CURSANDO
RA-1547,1547,2024,3,Cursando,6.748480626800001,8.13,6.467236467333334,CURSANDO
RA-1548,1548,2024,3,Cursando,6.482499715066667,7.51,5.2421652420000004,CURSANDO
RA-304,304,2024,3,Cursando,6.852411484600001,7.51,7.826890756333333,CURSANDO
RA-1549,1549,2024,3,Cursando,6.514862200466668,7.51,7.441394335666668,CURSANDO
RA-632,632,2024,3,Cursando,7.515491249000001,6.875,8.999164578333334,CURSANDO
RA-633,633,2024,3,Cursando,5.228470175466667,2.51,4.707017544,CURSANDO
RA-1137,1137,2024,3,Cursando,7.1837526524666675,8.13,7.588638262333333,CURSANDO
RA-646,646,2024,3,Cursando,7.715491666666668,7.51,9.266666666666667,CURSANDO
RA-1550,1550,2024,3,Cursando,6.064236111066667,7.51,5.222222222,CURSANDO
RA-1139,1139,2024,3,Cursando,6.906276357600001,7.51,6.152715121333333,CURSANDO
RA-444,444,2024,3,Cursando,5.410188638266668,2.51,6.377276524666667,CURSANDO
RA-445,445,2024,3,Cursando,7.3416246032,7.51,8.715873016,CURSANDO
RA-639,639,2024,3,Cursando,5.7693807644,2.51,5.278195488666667,CURSANDO
RA-1142,1142,2024,3,Cursando,8.390566666666668,7.51,9.133333333333333,CURSANDO
RA-1551,1551,2024,3,Cursando,5.9717087542,7.51,4.7710437709999995,CURSANDO
RA-458,458,2024,3,Cursando,5.680161507933333,6.88,3.7396825396666666,CURSANDO
RA-1552,1552,2024,3,Cursando,7.443301282066667,7.51,9.743589743666666,CURSANDO
RA-1170,1170,2024,3,Cursando,6.095440873,8.13,5.565079365,CURSANDO
RA-642,642,2024,3,Cursando,7.082591269866667,3.76,9.149206349333333,CURSANDO
RA-1553,1553,2024,3,Cursando,7.641184313700001,7.51,9.003921568666668,CURSANDO
RA-1554,1554,2024,3,Cursando,6.941692592633334,8.76,9.629629629666667,CURSANDO
RA-649,649,2024,3,Cursando,6.985329691766667,8.76,6.004481792666667,CURSANDO
RA-1136,1136,2024,3,Cursando,5.458179831866667,8.135,4.547899159666667,CURSANDO
RA-653,653,2024,3,Cursando,8.103217647033333,8.76,9.537254901999999,CURSANDO
RA-456,456,2024,3,Cursando,8.331124561366668,7.51,9.382456140333334,CURSANDO
RA-655,655,2024,3,Cursando,8.238600000066668,8.76,10.0,CURSANDO
RA-656,656,2024,3,Cursando,6.668152941266667,7.51,5.978431372666667,CURSANDO
RA-657,657,2024,3,Cursando,8.207433333400001,6.885,9.6,CURSANDO
RA-1555,1555,2024,3,Cursando,7.4827333334,6.255,10.0,CURSANDO
RA-461,461,2024,3,Cursando,7.5447559291,7.51,9.182446312,CURSANDO
RA-398,398,2024,3,Cursando,7.2457999999666685,7.51,5.733333333333333,CURSANDO
RA-586,586,2024,3,Cursando,8.702387301666668,7.51,9.241269841333333,CURSANDO
RA-623,623,2024,3,Cursando,6.357733333300001,6.885,7.3999999999999995,CURSANDO
RA-588,588,2024,3,Cursando,8.676133333333334,7.51,9.833333333333334,CURSANDO
RA-626,626,2024,3,Cursando,6.407590225500001,6.885,3.380451127666667,CURSANDO
RA-1556,1556,2024,3,Cursando,6.666811111166668,7.51,5.222222222333333,CURSANDO
RA-455,455,2024,3,Cursando,7.098988888900001,8.13,6.111111111,CURSANDO
RA-614,614,2024,3,Cursando,7.8284999999666685,7.51,9.700000000000001,CURSANDO
RA-434,434,2024,3,Cursando,6.610947619100001,7.51,5.061904762,CURSANDO
RA-603,603,2024,3,Cursando,6.942277777866667,6.885,7.155555555666666,CURSANDO
RA-1133,1133,2024,3,Cursando,8.238553968266668,8.75,9.841269841333334,CURSANDO
RA-616,616,2024,3,Cursando,5.457877193033333,6.885,3.087719298333333,CURSANDO
RA-1134,1134,2024,3,Cursando,7.7564571427,7.51,8.914285714,CURSANDO
RA-1557,1557,2024,3,Cursando,8.228500000033334,7.51,8.916666666666666,CURSANDO
RA-670,670,2024,3,Cursando,8.8602539683,7.51,9.441269841333334,CURSANDO
RA-620,620,2024,3,Cursando,5.766892063566667,7.51,3.9841269843333333,CURSANDO
RA-1149,1149,2024,4,Cursando,8.1371,10.0,10.0,CURSANDO
RA-1558,1558,2024,4,Cursando,7.643772047733333,8.755,8.705360238666666,CURSANDO
RA-326,326,2024,4,Cursando,8.832389092333335,6.26,8.973112128333334,CURSANDO
RA-339,339,2024,4,Cursando,7.711540746133334,5.635,7.155537064000001,CURSANDO
RA-179,179,2024,4,Cursando,8.932712280733334,9.38,9.407894737,CURSANDO
RA-1559,1559,2024,4,Cursando,6.330428437666668,6.885,5.2929755216666665,CURSANDO
RA-332,332,2024,4,Cursando,8.421271701,9.38,7.605358505000001,CURSANDO
RA-1560,1560,2024,4,Cursando,8.4721031746,5.635,9.206349206333334,CURSANDO
RA-1153,1153,2024,4,Cursando,8.268876190466667,5.635,9.702380952333334,CURSANDO
RA-183,183,2024,4,Cursando,8.266902371533334,6.26,9.249011857666666,CURSANDO
RA-199,199,2024,4,Cursando,7.419398245666667,6.88,7.554824561666667,CURSANDO
RA-1561,1561,2024,4,Cursando,7.9402206349333335,5.0,9.174603174666666,CURSANDO
RA-336,336,2024,4,Cursando,6.834286748466667,6.26,5.512100409000001,CURSANDO
RA-347,347,2024,4,Cursando,8.384742583733333,6.885,9.673046251999999,CURSANDO
RA-397,397,2024,4,Cursando,6.807291921866668,5.63,7.885292942666666,CURSANDO
RA-338,338,2024,4,Cursando,8.052795331466667,7.51,7.441643324,CURSANDO
RA-392,392,2024,4,Cursando,4.3639463364,5.635,5.414731682,CURSANDO
RA-352,352,2024,4,Cursando,5.9794829346,6.26,4.453748006333333,CURSANDO
RA-1562,1562,2024,4,Cursando,5.458833333333334,5.01,8.666666666666666,CURSANDO
RA-367,367,2024,4,Cursando,7.209434085200001,6.26,7.268170426,CURSANDO
RA-1563,1563,2024,4,Cursando,7.604211111133335,7.51,8.305555555666666,CURSANDO
RA-1564,1564,2024,4,Cursando,5.0761468806000005,6.885,4.942067736333334,CURSANDO
RA-1565,1565,2024,4,Cursando,5.816448179266667,7.51,8.102240896333333,CURSANDO
RA-1566,1566,2024,4,Cursando,7.759243871133334,7.51,9.247219355666667,CURSANDO
RA-1567,1567,2024,4,Cursando,7.913942087533334,7.51,8.771043771,CURSANDO
RA-356,356,2024,4,Cursando,6.627336016533334,5.635,6.656346749333334,CURSANDO
RA-1568,1568,2024,4,Cursando,7.8003261438000004,7.51,7.493464052333334,CURSANDO
RA-247,247,2024,4,Cursando,6.646485739800001,6.26,8.306595365666666,CURSANDO
RA-204,204,2024,4,Cursando,7.838218894866668,6.26,6.827094474333333,CURSANDO
RA-1569,1569,2024,4,Cursando,5.7191555556,6.26,7.111111111333334,CURSANDO
RA-1570,1570,2024,4,Cursando,7.894084175066667,7.51,7.542087542,CURSANDO
RA-1571,1571,2024,4,Cursando,7.2484555556,5.005,9.111111111333335,CURSANDO
RA-1572,1572,2024,4,Cursando,8.080345634866667,7.51,9.841269841333334,CURSANDO
RA-1150,1150,2024,4,Cursando,7.1023212964,7.51,6.481481481666667,CURSANDO
RA-1573,1573,2024,4,Cursando,6.743847969266667,6.26,6.120448179333334,CURSANDO
RA-1574,1574,2024,4,Cursando,7.777244180000001,7.51,8.399470899666667,CURSANDO
RA-1151,1151,2024,4,Cursando,8.749111111066668,5.635,9.722222222333334,CURSANDO
RA-1575,1575,2024,4,Cursando,7.318459391466667,6.885,8.624338624,CURSANDO
RA-1081,1081,2024,4,Cursando,8.5452952381,5.005,9.523809523666666,CURSANDO
RA-342,342,2024,4,Cursando,6.757026587266667,6.26,7.728174603333334,CURSANDO
RA-1576,1576,2024,4,Cursando,7.4636202380666665,5.635,9.523809523666666,CURSANDO
RA-187,187,2024,4,Cursando,8.568424074066666,5.635,9.537037037,CURSANDO
RA-359,359,2024,4,Cursando,7.492006349133335,6.26,7.162698412666667,CURSANDO
RA-1577,1577,2024,4,Cursando,6.305585581933334,7.51,4.993386243333333,CURSANDO
RA-236,236,2024,4,Cursando,6.980833740133334,6.26,7.890668700666666,CURSANDO
RA-249,249,2024,4,Cursando,6.125104328999999,5.0,6.645021645,CURSANDO
RA-239,239,2024,4,Cursando,6.782180868800001,5.635,6.361737677333333,CURSANDO
RA-382,382,2024,4,Cursando,5.805712280733333,5.63,6.324561403666666,CURSANDO
RA-383,383,2024,4,Cursando,8.036024386733335,7.51,8.600288600333334,CURSANDO
RA-1155,1155,2024,4,Cursando,7.119011111133333,5.005,8.888888889,CURSANDO
RA-384,384,2024,4,Cursando,8.072200721466668,7.51,8.607503607333333,CURSANDO
RA-1156,1156,2024,4,Cursando,6.6777135642,7.51,7.821067821,CURSANDO
RA-1578,1578,2024,4,Cursando,7.880605848,7.51,6.761695906666667,CURSANDO
RA-388,388,2024,4,Cursando,5.965307936466667,7.51,6.349206349,CURSANDO
RA-260,260,2024,4,Cursando,8.448920634933334,7.51,9.674603174666666,CURSANDO
RA-395,395,2024,4,Cursando,7.169905291000001,6.26,6.921693121666666,CURSANDO
RA-262,262,2024,4,Cursando,5.806145462066667,7.51,4.854560643666667,CURSANDO
RA-1579,1579,2024,4,Cursando,7.894385710733333,5.635,9.090261886999999,CURSANDO
RA-1580,1580,2024,4,Cursando,7.790523996266667,7.51,9.049953314666666,CURSANDO
RA-377,377,2024,4,Cursando,7.480115873000001,7.51,7.698412698333333,CURSANDO
RA-250,250,2024,4,Cursando,9.049892592566668,6.88,9.629629629666667,CURSANDO
RA-1581,1581,2024,4,Cursando,6.9787022855,6.26,7.834844760666667,CURSANDO
RA-1582,1582,2024,4,Cursando,6.472788888966667,6.255,8.069444444333334,CURSANDO
RA-1583,1583,2024,4,Cursando,7.8197579711000005,6.26,7.753623188333333,CURSANDO
RA-450,450,2024,4,Cursando,7.526188206666666,5.63,8.954191033333332,CURSANDO
RA-426,426,2024,4,Cursando,6.6430030186,4.38,7.9050567596666665,CURSANDO
RA-1584,1584,2024,4,Cursando,7.429837830666667,7.51,9.153439153333332,CURSANDO
RA-313,313,2024,4,Cursando,7.2528500000000005,5.63,9.666666666666666,CURSANDO
RA-467,467,2024,4,Cursando,7.7298118421333335,5.01,9.140350877333333,CURSANDO
RA-1585,1585,2024,4,Cursando,6.730367016866668,7.51,6.775210084333334,CURSANDO
RA-432,432,2024,4,Cursando,7.167975,6.26,10.0,CURSANDO
RA-1586,1586,2024,4,Cursando,6.555764327466668,5.01,6.128654970666666,CURSANDO
RA-470,470,2024,4,Cursando,6.981130848,7.51,8.011695906666667,CURSANDO
RA-417,417,2024,4,Cursando,8.533628557533333,7.51,8.401559454333333,CURSANDO
RA-407,407,2024,4,Cursando,7.0875128168,6.26,7.614522417333333,CURSANDO
RA-1587,1587,2024,4,Cursando,7.34055,7.51,10.0,CURSANDO
RA-1588,1588,2024,4,Cursando,7.303823728133333,7.51,8.640618640666666,CURSANDO
RA-424,424,2024,4,Cursando,7.341187280733334,7.51,9.616228070333333,CURSANDO
RA-1193,1193,2024,4,Cursando,6.6304815790000005,5.635,7.763157895,CURSANDO
RA-411,411,2024,4,Cursando,7.279762962966667,5.635,9.148148147999999,CURSANDO
RA-412,412,2024,4,Cursando,8.044378070166667,6.26,8.456140351,CURSANDO
RA-428,428,2024,4,Cursando,7.534949122800001,5.635,8.898245614,CURSANDO
RA-315,315,2024,4,Cursando,6.0768703704,7.51,5.918518518666667,CURSANDO
RA-442,442,2024,4,Cursando,6.905439215666667,5.635,5.9151960783333335,CURSANDO
RA-301,301,2024,4,Cursando,8.410830701766667,7.51,7.4947368423333325,CURSANDO
RA-1163,1163,2024,4,Cursando,8.6794789474,7.51,9.824561403666666,CURSANDO
RA-402,402,2024,4,Cursando,5.683064814833333,6.26,3.074074074,CURSANDO
RA-1589,1589,2024,4,Cursando,5.260851851866667,7.51,6.259259259333334,CURSANDO
RA-1162,1162,2024,4,Cursando,7.473167836266667,6.26,9.135672514666666,CURSANDO
RA-471,471,2024,4,Cursando,6.635847117766667,7.51,7.027568922333333,CURSANDO
RA-416,416,2024,4,Cursando,8.700808577033333,7.51,8.972709551666666,CURSANDO
RA-303,303,2024,4,Cursando,6.2443426900666665,7.51,3.9520467836666664,CURSANDO
RA-418,418,2024,4,Cursando,9.125183333366667,7.51,10.0,CURSANDO
RA-419,419,2024,4,Cursando,8.355707894766669,6.26,9.382456140666667,CURSANDO
RA-420,420,2024,4,Cursando,7.544228947400001,6.26,9.557894737,CURSANDO
RA-1166,1166,2024,4,Cursando,7.452799122766667,6.26,8.498245614,CURSANDO
RA-425,425,2024,4,Cursando,9.016616666700001,6.26,10.0,CURSANDO
RA-1590,1590,2024,4,Cursando,8.1907875086,7.51,8.267770876333332,CURSANDO
RA-1591,1591,2024,4,Cursando,6.1707952862,7.51,6.430976431,CURSANDO
RA-273,273,2024,4,Cursando,6.5991307798,6.26,7.323153899,CURSANDO
RA-1592,1592,2024,4,Cursando,6.812545479666667,7.51,6.854727398333334,CURSANDO
RA-457,457,2024,4,Cursando,8.5892756038,7.51,8.743961352333335,CURSANDO
RA-305,305,2024,4,Cursando,6.693026811600001,6.26,7.898550724666666,CURSANDO
RA-421,421,2024,4,Cursando,8.488232329,7.51,9.540744978333334,CURSANDO
RA-1169,1169,2024,4,Cursando,6.885305555533334,5.635,8.444444444333334,CURSANDO
RA-1593,1593,2024,4,Cursando,6.638525017333334,6.26,4.868875086666667,CURSANDO
RA-1594,1594,2024,4,Cursando,5.731267287800001,6.26,6.112836439,CURSANDO
RA-283,283,2024,4,Cursando,7.9444309524,6.885,9.761904762,CURSANDO
RA-459,459,2024,4,Cursando,7.233804589400001,5.635,8.454106280333333,CURSANDO
RA-454,454,2024,4,Cursando,5.8522943469666675,6.255,6.633138401666667,CURSANDO
RA-1595,1595,2024,4,Cursando,6.6599304233000005,6.26,7.949735449666666,CURSANDO
RA-1596,1596,2024,4,Cursando,7.261016666766667,7.51,10.0,CURSANDO
RA-170,170,2024,4,Cursando,7.646383333300001,5.635,8.5,CURSANDO
RA-1597,1597,2024,4,Cursando,6.7187063492,7.51,8.412698412666666,CURSANDO
RA-1171,1171,2024,4,Cursando,7.6236817459,7.51,7.230158729999999,CURSANDO
RA-116,116,2024,5,Cursando,6.337470707133334,5.635,7.535353535666666,CURSANDO
RA-217,217,2024,5,Cursando,7.4209164502,6.26,8.917748917666666,CURSANDO
RA-103,103,2024,5,Cursando,8.775268254,6.26,9.603174603333335,CURSANDO
RA-178,178,2024,5,Cursando,7.234168831200001,6.26,8.739177489333334,CURSANDO
RA-1172,1172,2024,5,Cursando,5.719565079333334,6.26,6.0634920633333325,CURSANDO
RA-180,180,2024,5,Cursando,8.801463636333335,7.51,9.431818181666666,CURSANDO
RA-181,181,2024,5,Cursando,7.439841414133334,6.26,8.737373737333334,CURSANDO
RA-121,121,2024,5,Cursando,7.476158297266668,6.26,8.152958153,CURSANDO
RA-211,211,2024,5,Cursando,8.283601875933334,7.51,9.379509379666667,CURSANDO
RA-1198,1198,2024,5,Cursando,6.9217748918,7.51,9.458874459,CURSANDO
RA-110,110,2024,5,Cursando,8.6324939394,6.255,9.696969697,CURSANDO
RA-189,189,2024,5,Cursando,8.586533333333334,6.255,10.0,CURSANDO
RA-127,127,2024,5,Cursando,8.5605939394,7.51,9.488636363666666,CURSANDO
RA-115,115,2024,5,Cursando,5.404184695733334,6.26,4.164756812,CURSANDO
RA-215,215,2024,5,Cursando,7.045258874400002,6.26,6.455627705333334,CURSANDO
RA-1598,1598,2024,5,Cursando,8.4656285714,7.51,8.857142857,CURSANDO
RA-1174,1174,2024,5,Cursando,7.374213419866667,6.26,8.349567099333333,CURSANDO
RA-192,192,2024,5,Cursando,6.882960606066668,7.51,6.363636363666667,CURSANDO
RA-220,220,2024,5,Cursando,7.6987770562666675,6.26,8.198051948,CURSANDO
RA-186,186,2024,5,Cursando,8.325963636333334,6.26,9.640151515,CURSANDO
RA-1181,1181,2024,5,Cursando,6.2015816738666665,6.26,5.036075036,CURSANDO
RA-1599,1599,2024,5,Cursando,7.6059333333333345,7.51,9.666666666666666,CURSANDO
RA-111,111,2024,5,Cursando,8.667693939400001,6.26,9.488636363666666,CURSANDO
RA-1600,1600,2024,5,Cursando,6.750618518533334,6.26,8.425925926,CURSANDO
RA-1601,1601,2024,5,Cursando,7.2431,7.51,7.0,CURSANDO
RA-176,176,2024,5,Cursando,8.828632575733334,6.26,9.545454545333333,CURSANDO
RA-1602,1602,2024,5,Cursando,8.041889814800001,7.51,8.782407407333332,CURSANDO
RA-1603,1603,2024,5,Cursando,7.836518518466668,7.51,9.259259258999998,CURSANDO
RA-1604,1604,2024,5,Cursando,8.0118555556,7.51,7.777777778,CURSANDO
RA-193,193,2024,5,Cursando,8.465046969666668,6.26,9.848484848333333,CURSANDO
RA-195,195,2024,5,Cursando,8.4690496032,6.26,9.682539682666667,CURSANDO
RA-196,196,2024,5,Cursando,8.823550937933334,7.51,9.689754689666666,CURSANDO
RA-197,197,2024,5,Cursando,8.568238636333334,6.26,9.848484848333333,CURSANDO
RA-229,229,2024,5,Cursando,8.852545634933334,5.635,9.841269841333334,CURSANDO
RA-202,202,2024,5,Cursando,7.3512154762,6.26,7.880952381,CURSANDO
RA-1176,1176,2024,5,Cursando,8.914816269866666,6.26,9.682539682666667,CURSANDO
RA-1177,1177,2024,5,Cursando,8.3233039474,6.26,9.824561403666666,CURSANDO
RA-146,146,2024,5,Cursando,8.134554885333333,5.635,9.514316093333333,CURSANDO
RA-1199,1199,2024,5,Cursando,7.614235714266666,5.005,8.571428571333334,CURSANDO
RA-1178,1178,2024,5,Cursando,8.0934746032,6.26,9.682539682666667,CURSANDO
RA-149,149,2024,5,Cursando,5.7316173854,6.26,4.104378593666667,CURSANDO
RA-1605,1605,2024,5,Cursando,4.920488888866667,7.51,5.0694444443333335,CURSANDO
RA-107,107,2024,5,Cursando,6.676130827066667,7.51,7.9949874686666655,CURSANDO
RA-184,184,2024,5,Cursando,8.471456704266666,6.26,8.696741854666667,CURSANDO
RA-1606,1606,2024,5,Cursando,5.8216796296,7.51,5.148148148,CURSANDO
RA-1607,1607,2024,5,Cursando,4.899894444466667,5.635,6.222222222333333,CURSANDO
RA-1608,1608,2024,5,Cursando,7.072539814866667,7.51,7.199074074333335,CURSANDO
RA-1173,1173,2024,5,Cursando,8.220132915666667,7.51,9.665831245,CURSANDO
RA-237,237,2024,5,Cursando,7.931384271366667,6.26,9.689754689666666,CURSANDO
RA-147,147,2024,5,Cursando,7.400477922133334,7.51,9.277056277,CURSANDO
RA-131,131,2024,5,Cursando,7.263155555633333,7.51,9.444444444666667,CURSANDO
RA-1609,1609,2024,5,Cursando,7.577233333233334,7.51,9.666666666666666,CURSANDO
RA-137,137,2024,5,Cursando,6.576761183366667,5.005,7.582972583,CURSANDO
RA-1184,1184,2024,5,Cursando,7.411701731566668,7.51,8.658008657666668,CURSANDO
RA-138,138,2024,5,Cursando,7.3860274169,7.51,8.751803751666666,CURSANDO
RA-1610,1610,2024,5,Cursando,6.7023729275666675,7.51,7.753697970666667,CURSANDO
RA-1611,1611,2024,5,Cursando,6.4589186218000005,7.51,8.361426442,CURSANDO
RA-1612,1612,2024,5,Cursando,7.014528571366666,7.51,8.523809523666666,CURSANDO
RA-1188,1188,2024,5,Cursando,7.801633333400001,7.51,10.0,CURSANDO
RA-1613,1613,2024,5,Cursando,6.085471428700001,7.51,7.1428571430000005,CURSANDO
RA-244,244,2024,5,Cursando,8.7225,6.26,10.0,CURSANDO
RA-267,267,2024,5,Cursando,5.8963067819666675,6.26,8.285533910333333,CURSANDO
RA-1189,1189,2024,5,Cursando,7.6486387164,7.51,8.672360248333332,CURSANDO
RA-113,113,2024,5,Cursando,7.043536903066667,7.51,7.063851181666667,CURSANDO
RA-152,152,2024,5,Cursando,6.5837938596,5.63,7.337719298333333,CURSANDO
RA-318,318,2024,5,Cursando,7.025000925866668,7.51,9.129629629666667,CURSANDO
RA-274,274,2024,5,Cursando,8.651029629666667,5.635,9.648148147999999,CURSANDO
RA-319,319,2024,5,Cursando,7.948699561466667,7.51,9.024122807,CURSANDO
RA-160,160,2024,5,Cursando,6.855108333266668,6.26,7.416666666666667,CURSANDO
RA-161,161,2024,5,Cursando,7.258445588333334,6.26,7.965686274666666,CURSANDO
RA-1614,1614,2024,5,Cursando,6.787898989933334,7.51,6.574494949666668,CURSANDO
RA-164,164,2024,5,Cursando,6.837125731066667,6.26,8.084795321666666,CURSANDO
RA-165,165,2024,5,Cursando,8.4627502436,7.51,9.431042884999998,CURSANDO
RA-1615,1615,2024,5,Cursando,8.417533333333333,7.51,9.833333333333334,CURSANDO
RA-1616,1616,2024,5,Cursando,7.147738235266668,7.51,8.436274509666667,CURSANDO
