ano_base,Fase_num,Turma,n,inde_medio,ida_media,ieg_medio,ips_medio,ipp_medio,ian_medio
2023,,ALFA B - G2/G3,11,7.059290909090908,6.781818181818181,9.1,5.359999999999999,6.0227272727272725,6.363636363636363
2024,1,1M,15,8.112631338860002,7.983333333333333,9.058040027633332,7.26,8.479166666666666,6.0
2024,1,1L,15,7.957858450053334,7.333333333333333,9.119514472499999,6.8839999999999995,8.638888888866667,6.0
2024,1,1C,14,7.9330305555428575,7.285714285714286,9.242063492,7.42,7.522321428571429,6.785714285714286
2024,1,1A,14,7.867619382592857,7.571428571428571,8.883245722464286,6.839999999999999,7.96875,6.071428571428571
2024,1,1P,9,7.834141900177779,7.0,9.345079871333333,6.815555555555555,7.314814814666666,7.777777777777778
2024,1,1G,16,7.741138611668751,7.265625,8.91880764159375,7.0021875,7.65625,7.5
2024,1,1D,10,7.727013095230001,6.6,8.47619047615,7.26,8.21875,7.0
2024,1,1B,15,7.539541238460001,7.183333333333334,8.6633728589,6.340333333333334,7.166666666666667,7.0
2024,1,1E,8,7.466306926400001,6.3125,7.913284632,6.885,8.4375,6.25
2024,1,1R,14,7.457764115635716,6.642857142857143,8.131802721035715,7.197142857142857,7.566964285714286,7.142857142857143
2024,1,1K,15,7.317154603173334,5.783333333333333,8.3492063492,7.092,8.166666666666666,6.0
2024,1,1N,15,7.2865653226400005,5.85,7.9920155021,6.676333333333333,7.888888888866666,6.666666666666667
2024,1,1J,13,7.016929964100001,6.0,7.436601743576923,7.413846153846153,7.800480769230769,5.0
2024,1,1H,12,6.49968189605,5.791666666666667,7.006909480333333,6.4675,6.875,5.416666666666667
2024,2,2D,14,8.112331815092857,7.428571428571429,8.99192693275,7.018571428571428,8.59375,8.571428571428571
2024,2,2I,11,7.790535797172728,7.454545454545454,8.163572925227273,6.827727272727273,7.5,9.090909090909092
2024,2,2N,13,7.72540431466154,6.096153846153846,8.405156188692308,7.173461538461538,8.245192307692308,9.23076923076923
2024,2,2U,15,7.635184738266668,6.583333333333333,8.473973691466666,7.343,7.479166666666667,7.666666666666667
2024,2,2L,16,7.402361852487501,6.40625,8.0566530124375,6.7275,7.513020833375,8.125
