RA;ra_num;ano_base;Fase_num;IEG;IDA;IPV
RA-1;1;2022;7,0;4,1;4,0;7,278
RA-2;2;2022;7,0;5,2;6,8;6,778
RA-3;3;2022;7,0;7,9;5,6;7,556
RA-4;4;2022;7,0;4,5;5,0;5,278
RA-5;5;2022;7,0;8,6;5,2;7,389
RA-6;6;2022;7,0;4,5;3,3;7,222
RA-7;7;2022;7,0;8,4;7,6;7,667
RA-8;8;2022;7,0;4,6;1,6;6,278
RA-9;9;2022;7,0;9,5;6,7;9,5
RA-10;10;2022;7,0;5,2;4,1;7,056
RA-11;11;2022;7,0;4,2;3,0;6,389
RA-12;12;2022;7,0;4,0;1,5;6,389
RA-13;13;2022;7,0;7,4;4,7;8,056
RA-14;14;2022;7,0;8,3;4,0;7,75
RA-15;15;2022;7,0;10,0;7,3;7,292
RA-16;16;2022;7,0;8,3;3,5;6,333
RA-17;17;2022;7,0;10,0;7,8;8,292
RA-18;18;2022;7,0;8,7;9,0;6,875
RA-19;19;2022;7,0;9,5;8,0;7,0
RA-20;20;2022;7,0;10,0;7,8;7,167
RA-21;21;2022;7,0;9,2;3,8;7,25
RA-22;22;2022;6,0;7,4;6,7;8,833
RA-23;23;2022;6,0;8,2;6,7;8,556
RA-24;24;2022;6,0;7,9;8,6;9,111
RA-25;25;2022;6,0;8,3;6,9;9,667
RA-26;26;2022;6,0;8,8;8,0;10,0
RA-27;27;2022;6,0;7,6;8,0;9,111
RA-28;28;2022;6,0;6,1;5,0;6,333
RA-29;29;2022;6,0;4,0;3,7;7,611
RA-30;30;2022;6,0;6,4;7,5;7,333
RA-31;31;2022;6,0;9,5;8,0;10,0
RA-32;32;2022;6,0;5,2;6,1;7,944
RA-33;33;2022;6,0;4,6;4,8;6,0
RA-34;34;2022;6,0;4,8;3,8;7,278
RA-35;35;2022;6,0;9,6;8,5;10,0
RA-36;36;2022;6,0;9,0;6,8;8,944
RA-37;37;2022;6,0;5,4;5,9;5,222
RA-38;38;2022;6,0;8,9;8,6;9,833
RA-39;39;2022;6,0;4,8;6,9;6,111
RA-40;40;2022;5,0;7,8;6,8;7,75
RA-41;41;2022;5,0;6,1;5,6;4,375
RA-42;42;2022;5,0;7,9;4,8;6,083
RA-43;43;2022;5,0;6,5;4,3;5,958
RA-44;44;2022;5,0;5,9;3,0;7,292
RA-45;45;2022;5,0;8,9;6,8;7,417
RA-46;46;2022;5,0;8,4;2,1;7,083
RA-47;47;2022;5,0;6,3;2,1;7,042
RA-48;48;2022;5,0;8,4;8,1;8,5
RA-49;49;2022;5,0;7,4;3,9;7,042
RA-50;50;2022;5,0;8,4;7,8;7,542
RA-51;51;2022;5,0;7,6;5,0;6,5
RA-52;52;2022;5,0;8,9;6,2;7,5
RA-53;53;2022;5,0;7,0;7,0;6,458
RA-54;54;2022;5,0;6,9;4,8;6,125
RA-55;55;2022;5,0;7,6;7,5;6,5
RA-56;56;2022;5,0;10,0;7,0;8,25
RA-57;57;2022;5,0;8,1;8,4;7,875
RA-58;58;2022;5,0;9,2;7,2;8,125
RA-59;59;2022;5,0;9,3;7,2;7,917
RA-60;60;2022;5,0;6,0;4,9;6,167
RA-61;61;2022;5,0;7,4;5,8;7,875
RA-62;62;2022;5,0;9,4;9,3;7,25
RA-63;63;2022;5,0;9,1;8,7;9,417
RA-64;64;2022;5,0;8,1;7,5;8,25
RA-65;65;2022;5,0;7,7;9,3;7,875
RA-66;66;2022;5,0;5,6;4,5;5,917
RA-67;67;2022;5,0;3,0;3,6;6,889
RA-68;68;2022;5,0;6,0;4,0;7,944
RA-69;69;2022;5,0;6,1;2,5;6,167
RA-70;70;2022;5,0;6,6;2,9;6,111
RA-71;71;2022;5,0;2,0;1,2;5,833
RA-72;72;2022;5,0;7,5;7,8;8,667
RA-73;73;2022;5,0;3,0;3,3;7,278
RA-74;74;2022;5,0;3,3;2,0;5,833
RA-75;75;2022;5,0;3,8;0,0;4,625
RA-76;76;2022;5,0;9,1;8,7;9,292
RA-77;77;2022;5,0;2,7;0,7;4,625
RA-78;78;2022;5,0;6,6;7,2;8,0
RA-79;79;2022;5,0;6,3;8,9;7,292
RA-80;80;2022;5,0;8,3;7,1;7,625
RA-81;81;2022;5,0;9,2;6,0;7,458
RA-82;82;2022;5,0;6,8;5,5;6,417
RA-83;83;2022;5,0;6,8;6,8;5,958
RA-84;84;2022;5,0;8,8;5,8;6,75
RA-85;85;2022;5,0;7,3;4,3;5,833
RA-86;86;2022;5,0;9,6;6,7;8,458
RA-87;87;2022;5,0;9,6;8,8;8,5
RA-88;88;2022;5,0;9,2;6,5;9,208
RA-89;89;2022;5,0;7,8;5,9;8,0
RA-90;90;2022;5,0;9,7;8,5;9,75
RA-91;91;2022;5,0;5,7;6,6;7,125
RA-92;92;2022;5,0;7,1;7,4;6,667
RA-93;93;2022;5,0;9,7;8,5;9,083
RA-94;94;2022;5,0;9,6;7,7;9,583
RA-95;95;2022;5,0;6,6;4,8;6,292
RA-96;96;2022;5,0;7,8;6,7;8,5
RA-97;97;2022;5,0;8,8;6,9;6,292
RA-98;98;2022;5,0;10,0;8,5;9,667
RA-99;99;2022;5,0;6,3;5,0;5,833
RA-100;100;2022;4,0;7,8;7,6;7,25
RA-101;101;2022;4,0;8,3;7,6;6,833
RA-102;102;2022;4,0;7,7;5,7;6,0
RA-103;103;2022;4,0;8,7;7,3;7,708
RA-104;104;2022;4,0;8,7;3,7;6,708
RA-105;105;2022;4,0;8,2;6,7;7,417
RA-106;106;2022;4,0;8,0;7,4;8,375
RA-107;107;2022;4,0;6,4;4,6;6,5
RA-108;108;2022;4,0;7,7;5,0;6,125
RA-109;109;2022;4,0;10,0;8,4;8,667
RA-110;110;2022;4,0;9,7;6,7;8,0
RA-111;111;2022;4,0;9,4;8,0;8,667
RA-112;112;2022;4,0;7,8;8,5;8,833
RA-113;113;2022;4,0;0,0;3,7;3,792
RA-114;114;2022;4,0;6,3;5,3;5,0
RA-115;115;2022;4,0;6,8;3,8;5,583
RA-116;116;2022;4,0;8,1;5,9;7,792
RA-117;117;2022;4,0;6,3;6,1;7,417
RA-118;118;2022;4,0;5,3;3,9;6,958
RA-119;119;2022;4,0;8,2;5,4;7,875
RA-120;120;2022;4,0;5,9;6,2;7,667
RA-121;121;2022;4,0;8,4;7,2;7,625
RA-122;122;2022;4,0;3,4;1,8;4,958
RA-123;123;2022;4,0;8,6;6,5;7,292
RA-124;124;2022;4,0;7,8;6,7;7,167
RA-125;125;2022;4,0;8,5;7,1;7,75
RA-126;126;2022;4,0;5,8;4,4;7,417
RA-127;127;2022;4,0;8,7;7,9;8,125
RA-128;128;2022;4,0;6,2;5,6;6,167
RA-129;129;2022;4,0;6,4;6,7;7,792
RA-130;130;2022;4,0;4,7;4,1;6,5
RA-131;131;2022;4,0;9,0;5,6;7,75
RA-132;132;2022;4,0;8,8;7,7;8,458
RA-133;133;2022;4,0;7,1;5,6;7,625
RA-134;134;2022;4,0;6,8;4,7;7,375
RA-135;135;2022;4,0;7,8;8,6;8,583
RA-136;136;2022;4,0;6,3;4,6;6,667
RA-137;137;2022;4,0;8,9;7,3;7,792
RA-138;138;2022;4,0;8,0;5,6;6,375
RA-139;139;2022;4,0;3,5;1,4;3,917
RA-140;140;2022;4,0;7,6;5,7;7,667
RA-141;141;2022;4,0;8,2;5,7;5,917
RA-142;142;2022;4,0;8,6;6,3;7,583
RA-143;143;2022;4,0;9,9;7,9;9,5
RA-144;144;2022;4,0;9,3;7,9;8,292
RA-145;145;2022;4,0;6,3;5,2;7,25
RA-146;146;2022;4,0;9,2;7,9;8,208
RA-147;147;2022;4,0;7,7;6,1;7,25
RA-148;148;2022;4,0;7,9;5,3;7,708
RA-149;149;2022;4,0;6,5;5,0;6,125
RA-150;150;2022;4,0;6,3;6,9;7,333
RA-151;151;2022;4,0;7,5;8,3;7,958
RA-152;152;2022;4,0;7,0;6,5;6,292
RA-153;153;2022;4,0;8,2;6,6;7,708
RA-154;154;2022;4,0;6,1;4,0;6,833
RA-155;155;2022;4,0;8,3;5,2;6,833
RA-156;156;2022;4,0;8,3;4,4;7,792
RA-157;157;2022;4,0;10,0;7,7;8,292
RA-158;158;2022;4,0;9,8;6,6;8,125
RA-159;159;2022;4,0;8,1;4,7;6,458
RA-160;160;2022;4,0;7,2;5,3;8,25
RA-161;161;2022;4,0;9,1;6,9;8,083
RA-162;162;2022;4,0;8,5;5,5;6,542
RA-163;163;2022;4,0;7,9;6,7;6,5
RA-164;164;2022;4,0;7,3;6,5;7,208
RA-165;165;2022;4,0;9,8;7,6;7,5
RA-166;166;2022;4,0;9,0;8,1;7,542
RA-167;167;2022;4,0;9,7;7,9;7,833
RA-168;168;2022;4,0;8,3;5,9;7,083
RA-169;169;2022;4,0;5,1;3,2;4,792
RA-170;170;2022;4,0;9,2;4,9;5,792
RA-171;171;2022;4,0;6,8;5,5;6,875
RA-172;172;2022;4,0;8,9;7,3;8,917
RA-173;173;2022;4,0;9,2;7,9;9,25
RA-174;174;2022;4,0;6,2;4,4;6,042
RA-175;175;2022;4,0;9,2;5,9;5,833
RA-176;176;2022;3,0;9,1;6,9;9,083
RA-177;177;2022;3,0;8,8;6,8;6,958
RA-178;178;2022;3,0;8,8;6,3;8,458
RA-179;179;2022;3,0;9,2;6,1;8,042
RA-180;180;2022;3,0;8,3;8,1;8,625
RA-181;181;2022;3,0;9,5;6,8;8,458
RA-182;182;2022;3,0;8,0;4,1;6,958
RA-183;183;2022;3,0;8,8;3,8;7,25
RA-184;184;2022;3,0;7,7;7,2;8,0
RA-185;185;2022;3,0;7,7;4,5;6,875
RA-186;186;2022;3,0;8,5;6,6;7,5
RA-187;187;2022;3,0;8,9;5,8;7,917
RA-188;188;2022;3,0;6,1;2,7;7,583
RA-189;189;2022;3,0;9,7;7,2;7,333
RA-190;190;2022;3,0;6,9;6,3;7,25
RA-191;191;2022;3,0;9,4;7,2;8,5
RA-192;192;2022;3,0;3,6;2,7;4,708
RA-193;193;2022;3,0;8,9;6,7;8,5
RA-194;194;2022;3,0;6,2;3,2;3,75
RA-195;195;2022;3,0;9,2;6,3;8,25
RA-196;196;2022;3,0;9,1;5,1;8,625
RA-197;197;2022;3,0;9,7;7,3;8,292
RA-198;198;2022;3,0;6,2;4,6;5,958
RA-199;199;2022;3,0;7,1;7,5;6,458
RA-200;200;2022;3,0;5,6;5,5;4,917
RA-201;201;2022;3,0;7,3;6,5;7,542
RA-202;202;2022;3,0;5,2;5,4;6,917
RA-203;203;2022;3,0;4,3;2,8;6,875
RA-204;204;2022;3,0;6,7;7,4;5,708
RA-205;205;2022;3,0;3,8;4,1;4,833
RA-206;206;2022;3,0;8,8;5,0;5,167
RA-207;207;2022;3,0;4,8;5,8;5,708
RA-208;208;2022;3,0;7,1;6,1;6,417
RA-209;209;2022;3,0;4,8;6,0;3,75
RA-210;210;2022;3,0;5,1;3,4;4,417
RA-211;211;2022;3,0;8,8;7,6;8,458
RA-212;212;2022;3,0;8,4;6,2;6,958
RA-213;213;2022;3,0;8,7;3,5;6,833
RA-214;214;2022;3,0;6,1;4,3;5,125
RA-215;215;2022;3,0;5,8;7,8;6,542
RA-216;216;2022;3,0;8,5;7,0;5,583
RA-217;217;2022;3,0;8,5;7,1;7,292
RA-218;218;2022;3,0;7,3;4,0;6,125
RA-219;219;2022;3,0;6,9;3,5;6,375
RA-220;220;2022;3,0;8,1;6,5;7,833
RA-221;221;2022;3,0;8,5;5,2;6,0
RA-222;222;2022;3,0;4,6;6,2;4,917
RA-223;223;2022;3,0;4,6;3,1;5,583
RA-224;224;2022;3,0;4,3;2,6;4,875
RA-225;225;2022;3,0;5,3;5,0;5,708
RA-226;226;2022;3,0;6,1;6,8;6,208
RA-227;227;2022;3,0;6,4;3,3;5,833
RA-228;228;2022;3,0;6,7;4,8;6,417
RA-229;229;2022;3,0;9,4;6,9;8,5
RA-230;230;2022;3,0;5,1;5,7;6,75
RA-231;231;2022;3,0;7,4;3,8;5,333
RA-232;232;2022;3,0;4,9;0,0;4,542
RA-233;233;2022;3,0;7,4;3,8;5,5
RA-234;234;2022;3,0;7,6;4,3;5,583
RA-235;235;2022;3,0;7,3;6,3;6,417
RA-236;236;2022;3,0;7,5;3,7;7,208
RA-237;237;2022;3,0;9,0;7,8;8,417
RA-238;238;2022;3,0;6,4;5,1;7,208
RA-239;239;2022;3,0;3,7;3,7;5,958
RA-240;240;2022;3,0;8,1;4,7;7,042
RA-241;241;2022;3,0;10,0;7,7;9,125
RA-242;242;2022;3,0;9,7;8,2;8,708
RA-243;243;2022;3,0;8,7;6,0;7,875
RA-244;244;2022;3,0;9,4;7,8;9,208
RA-245;245;2022;3,0;9,9;8,4;9,25
RA-246;246;2022;3,0;9,4;7,6;9,167
RA-247;247;2022;3,0;8,2;5,8;7,875
RA-248;248;2022;3,0;7,6;5,2;7,292
RA-249;249;2022;3,0;7,4;2,9;4,292
RA-250;250;2022;3,0;8,6;6,6;7,625
RA-251;251;2022;3,0;8,1;6,3;6,625
RA-252;252;2022;3,0;2,8;0,9;3,875
RA-253;253;2022;3,0;3,6;1,8;3,75
RA-254;254;2022;3,0;7,4;5,3;6,917
RA-255;255;2022;3,0;3,8;1,3;5,542
RA-256;256;2022;3,0;8,5;5,2;6,708
RA-257;257;2022;3,0;6,4;3,6;6,708
RA-258;258;2022;3,0;7,3;4,8;6,125
RA-259;259;2022;3,0;2,9;0,9;4,625
RA-260;260;2022;3,0;8,2;5,0;6,458
RA-261;261;2022;3,0;7,2;5,8;7,042
RA-262;262;2022;3,0;5,8;3,4;5,625
RA-263;263;2022;3,0;5,6;3,7;4,417
RA-264;264;2022;3,0;9,2;5,8;6,625
RA-265;265;2022;3,0;7,7;6,9;7,917
RA-266;266;2022;3,0;5,8;6,0;6,583
RA-267;267;2022;3,0;7,4;3,3;6,292
RA-268;268;2022;3,0;6,7;5,7;7,208
RA-269;269;2022;3,0;8,6;8,9;7,25
RA-270;270;2022;3,0;8,4;7,9;8,125
RA-271;271;2022;3,0;8,5;7,1;6,958
RA-272;272;2022;3,0;5,7;5,1;6,417
RA-273;273;2022;3,0;5,3;3,0;5,833
RA-274;274;2022;3,0;8,3;8,1;7,0
RA-275;275;2022;3,0;6,9;4,6;6,667
RA-276;276;2022;3,0;5,7;4,3;5,125
RA-277;277;2022;3,0;8,8;7,4;7,208
RA-278;278;2022;3,0;9,2;6,0;7,417
RA-279;279;2022;3,0;9,9;9,1;8,208
RA-280;280;2022;3,0;9,2;7,1;7,333
RA-281;281;2022;3,0;6,9;5,9;5,625
RA-282;282;2022;3,0;6,8;4,0;5,625
RA-283;283;2022;3,0;8,8;5,6;6,625
RA-284;284;2022;3,0;5,1;3,8;5,958
RA-285;285;2022;3,0;4,1;2,8;5,75
RA-286;286;2022;3,0;5,8;3,0;5,625
RA-287;287;2022;3,0;3,4;1,1;4,292
RA-288;288;2022;3,0;5,6;0,0;6,833
RA-289;289;2022;3,0;7,8;6,8;7,25
RA-290;290;2022;3,0;3,9;1,7;6,042
RA-291;291;2022;3,0;8,2;8,0;7,792
RA-292;292;2022;3,0;3,7;1,8;6,292
RA-293;293;2022;3,0;2,9;2,3;3,333
RA-294;294;2022;3,0;5,8;0,0;5,917
RA-295;295;2022;3,0;8,0;6,9;7,375
RA-296;296;2022;3,0;3,6;2,8;3,833
RA-297;297;2022;3,0;7,9;6,6;7,417
RA-298;298;2022;3,0;6,3;5,2;5,417
RA-299;299;2022;3,0;8,2;6,8;6,708
RA-300;300;2022;3,0;6,9;3,1;5,875
RA-301;301;2022;3,0;5,8;6,3;6,042
RA-302;302;2022;3,0;7,7;4,8;6,208
RA-303;303;2022;3,0;7,2;3,9;5,375
RA-304;304;2022;3,0;7,7;4,3;5,542
RA-305;305;2022;3,0;6,6;4,8;5,208
RA-306;306;2022;3,0;6,8;5,2;5,958
RA-307;307;2022;3,0;4,5;2,5;4,708
RA-308;308;2022;3,0;7,4;5,0;6,167
RA-309;309;2022;3,0;5,2;6,5;5,083
RA-310;310;2022;3,0;7,5;4,5;6,0
RA-311;311;2022;3,0;5,6;5,2;6,222
RA-312;312;2022;3,0;8,1;5,2;6,167
RA-313;313;2022;3,0;7,0;4,1;5,889
RA-314;314;2022;3,0;5,4;5,3;6,0
RA-315;315;2022;3,0;5,1;3,0;5,056
